game_pk,at_bat_number,batter,description,des,first_pitch_events,events
746595,46,647304,ball,Josh Naylor lines out to left fielder Robbie Grossman.,,field_out
746595,45,681807,called_strike,David Fry flies out to center fielder Wyatt Langford.   Lane Thomas to 3rd.,,field_out
746595,44,608070,called_strike,José Ramírez flies out sharply to left fielder Robbie Grossman.,,field_out
746595,43,657041,foul,Lane Thomas singles on a ground ball to third baseman Ezequiel Duran.,,single
746595,38,680757,called_strike,"Steven Kwan grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",,field_out
746595,37,595978,foul_bunt,Austin Hedges flies out to center fielder Wyatt Langford.,,field_out
746595,36,671289,called_strike,Tyler Freeman strikes out swinging.,,strikeout
746595,30,665926,called_strike,"Andrés Giménez grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",,field_out
746595,29,678877,called_strike,Jhonkensy Noel pops out to catcher Jonah Heim in foul territory.,,field_out
746595,28,647304,hit_into_play,"Josh Naylor grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",field_out,field_out
746595,23,647304,ball,"José Ramírez caught stealing home, catcher Jonah Heim to shortstop Corey Seager to catcher Jonah Heim.",,truncated_pa
746595,22,681807,ball,David Fry walks.   José Ramírez to 3rd.  José Ramírez steals (32) 3rd base.   José Ramírez to 3rd.,,walk
746595,21,608070,called_strike,José Ramírez singles on a ground ball to third baseman Ezequiel Duran.,,single
746595,20,657041,swinging_strike,Lane Thomas called out on strikes.,,strikeout
746595,19,680757,called_strike,Steven Kwan flies out to center fielder Wyatt Langford.,,field_out
746595,15,595978,hit_into_play,Austin Hedges flies out to right fielder Adolis García.,field_out,field_out
746595,14,671289,called_strike,Tyler Freeman flies out to right fielder Adolis García.,,field_out
746595,13,665926,ball,"Andrés Giménez grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",,field_out
746595,12,678877,called_strike,Jhonkensy Noel homers (12) on a fly ball to center field.,,home_run
746595,8,647304,ball,Josh Naylor flies out to center fielder Wyatt Langford.,,field_out
746595,7,681807,called_strike,David Fry strikes out swinging.,,strikeout
746595,6,608070,called_strike,José Ramírez out on a sacrifice fly to center fielder Wyatt Langford.   Steven Kwan scores.,,sac_fly
746595,5,657041,foul,"Lane Thomas reaches on a fielder's choice, fielded by pitcher Cody Bradford.   Steven Kwan to 3rd.  Steven Kwan advances to 3rd, on a throwing error by pitcher Cody Bradford.",,fielders_choice
746595,4,680757,called_strike,Steven Kwan walks.,,walk
746599,74,678877,ball,"Jhonkensy Noel grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.",,field_out
746599,73,686823,ball,"Will Brennan singles on a sharp line drive to right fielder Travis Jankowski.   Lane Thomas scores.  Will Brennan out at 2nd on the throw, right fielder Travis Jankowski to shortstop Ezequiel Duran.",,single
746599,72,681807,ball,"David Fry grounds out, shortstop Ezequiel Duran to first baseman Nathaniel Lowe.",,field_out
746599,71,657041,ball,Lane Thomas doubles (20) on a line drive to left fielder Wyatt Langford.,,double
746599,67,665926,ball,Andrés Giménez strikes out swinging.,,strikeout
746599,66,680757,ball,Steven Kwan pops out to third baseman Josh Jung in foul territory.,,field_out
746599,65,677587,swinging_strike,Brayan Rocchio pops out to third baseman Josh Jung in foul territory.,,field_out
746599,64,666310,ball,Bo Naylor homers (10) on a fly ball to right center field.,,home_run
746599,57,682177,called_strike,Daniel Schneemann flies out to center fielder Leody Taveras.,,field_out
746599,56,678877,swinging_strike,Jhonkensy Noel strikes out swinging.,,strikeout
746599,55,686823,foul,Will Brennan pops out to third baseman Josh Jung.,,field_out
746599,54,647304,called_strike,Josh Naylor homers (28) on a fly ball to right center field.,,home_run
746599,53,608070,ball,José Ramírez homers (33) on a fly ball to right field.,,home_run
746599,49,665926,called_strike,Andrés Giménez strikes out swinging.,,strikeout
746599,48,680757,hit_into_play,Steven Kwan lines out to left fielder Wyatt Langford.,field_out,field_out
746599,47,677587,called_strike,"Brayan Rocchio grounds into a force out, fielded by third baseman Josh Jung.   Daniel Schneemann out at 3rd.    Bo Naylor to 2nd.    Brayan Rocchio to 1st.",,force_out
746599,46,666310,called_strike,Bo Naylor singles on a ground ball to right fielder Adolis García.   Daniel Schneemann to 2nd.,,single
746599,45,682177,called_strike,Daniel Schneemann singles on a ground ball to right fielder Adolis García.   Jhonkensy Noel scores.,,single
746599,44,678877,called_strike,Jhonkensy Noel doubles (5) on a sharp line drive to left fielder Wyatt Langford.,,double
746599,40,686823,called_strike,Will Brennan called out on strikes.,,strikeout
746599,39,647304,hit_into_play,"Josh Naylor grounds out, first baseman Nathaniel Lowe to pitcher Walter Pennington.",field_out,field_out
746599,38,608070,called_strike,José Ramírez flies out to right fielder Adolis García.,,field_out
746599,33,665926,ball,Andrés Giménez strikes out swinging.,,strikeout
746599,32,680757,ball,Steven Kwan walks.   Brayan Rocchio scores.  Passed ball by catcher Carson Kelly.,,walk
746599,31,677587,foul,Brayan Rocchio walks.,,walk
746599,30,666310,ball,"Bo Naylor grounds into a double play, second baseman Marcus Semien to shortstop Corey Seager to first baseman Nathaniel Lowe.   Daniel Schneemann out at 2nd.    Bo Naylor out at 1st.",,grounded_into_double_play
746599,29,682177,called_strike,Daniel Schneemann singles on a fly ball to center fielder Leody Taveras.,,single
746599,28,678877,hit_into_play,Jhonkensy Noel homers (11) on a fly ball to left field.   Josh Naylor scores.    Will Brennan scores.,home_run,home_run
746599,27,686823,hit_into_play,Will Brennan doubles (10) on a ground ball to left fielder Wyatt Langford.   Josh Naylor to 3rd.,double,double
746599,26,647304,ball,Josh Naylor walks.,,walk
746599,22,608070,called_strike,José Ramírez flies out to center fielder Leody Taveras.,,field_out
746599,21,665926,called_strike,Andrés Giménez singles on a fly ball to center fielder Leody Taveras.   Steven Kwan scores.,,single
746599,20,680757,called_strike,Steven Kwan doubles (15) on a sharp line drive to center fielder Leody Taveras.   Jhonkensy Noel scores.    Brayan Rocchio scores.,,double
746599,19,677587,ball,Brayan Rocchio walks.,,walk
746599,18,666310,ball,Bo Naylor strikes out swinging.,,strikeout
746599,17,682177,called_strike,"Daniel Schneemann grounds out, catcher Carson Kelly to first baseman Nathaniel Lowe.   Jhonkensy Noel to 2nd.",,field_out
746599,16,678877,foul,Jhonkensy Noel singles on a ground ball to third baseman Josh Jung.,,single
746599,12,686823,ball,Will Brennan grounds out to first baseman Nathaniel Lowe.,,field_out
746599,11,647304,ball,"Josh Naylor grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.   Andrés Giménez scores.    José Ramírez to 2nd.",,field_out
746599,10,608070,called_strike,José Ramírez singles on a line drive to center fielder Leody Taveras.   Andrés Giménez to 3rd.,,single
746599,9,665926,hit_into_play,"Andrés Giménez singles on a ground ball to right fielder Adolis García, deflected by first baseman Nathaniel Lowe.",single,single
746599,8,680757,ball,Steven Kwan flies out to center fielder Leody Taveras.,,field_out
746597,77,680757,ball,Steven Kwan pops out to first baseman Nathaniel Lowe in foul territory.,,field_out
746597,76,677587,ball,"Brayan Rocchio grounds out, shortstop Corey Seager to first baseman Nathaniel Lowe.",,field_out
746597,75,666310,called_strike,Bo Naylor strikes out swinging.,,strikeout
746597,70,657041,blocked_ball,Lane Thomas called out on strikes.,,strikeout
746597,69,665926,foul,Andrés Giménez walks.   Josh Naylor to 2nd.,,walk
746597,68,686823,swinging_strike,Will Brennan called out on strikes.,,strikeout
746597,67,647304,ball,Josh Naylor walks.,,walk
746597,66,608070,ball,José Ramírez flies out to left fielder Travis Jankowski.,,field_out
746597,62,671289,ball,Tyler Freeman flies out to right fielder Adolis García.,,field_out
746597,61,680757,called_strike,"Steven Kwan strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",,strikeout
746597,60,677587,called_strike,Brayan Rocchio strikes out swinging.,,strikeout
746597,54,666310,swinging_strike,Bo Naylor flies out to center fielder Leody Taveras.,,field_out
746597,53,657041,ball,Lane Thomas pops out to first baseman Nathaniel Lowe in foul territory.,,field_out
746597,52,665926,ball,Andrés Giménez strikes out on a foul tip.,,strikeout
746597,46,686823,hit_into_play,"Will Brennan grounds out softly, first baseman Nathaniel Lowe to pitcher Nathan Eovaldi.",field_out,field_out
746597,45,647304,hit_into_play,Josh Naylor pops out to third baseman Josh Jung in foul territory.,field_out,field_out
746597,44,608070,called_strike,José Ramírez strikes out swinging.  Daniel Schneemann steals (3) 2nd base.,,strikeout
746597,43,682177,foul,Daniel Schneemann singles on a ground ball to left fielder Wyatt Langford.,,single
746597,38,680757,blocked_ball,"Steven Kwan grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",,field_out
746597,37,677587,swinging_strike,Brayan Rocchio singles on a ground ball to third baseman Josh Jung.   Bo Naylor to 2nd.,,single
746597,36,666310,ball,Bo Naylor singles on a ground ball to right fielder Adolis García.   Andrés Giménez scores.,,single
746597,35,657041,called_strike,Lane Thomas called out on strikes.,,strikeout
746597,34,665926,ball,Andrés Giménez singles on a sharp line drive to center fielder Leody Taveras.,,single
746597,33,686823,ball,Will Brennan lines out to center fielder Leody Taveras.,,field_out
746597,29,647304,called_strike,"Josh Naylor grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",,field_out
746597,28,608070,foul,"José Ramírez grounds into a force out, first baseman Nathaniel Lowe to shortstop Corey Seager.   Daniel Schneemann out at 2nd.  José Ramírez advances to 2nd, on a missed catch error by pitcher Nathan Eovaldi, assist to shortstop Corey Seager.",,force_out
746597,27,682177,swinging_strike,Daniel Schneemann singles on a ground ball to center fielder Leody Taveras.   Brayan Rocchio scores.,,single
746597,26,680757,called_strike,"Steven Kwan grounds out, third baseman Josh Jung to first baseman Nathaniel Lowe.   Brayan Rocchio to 2nd.",,field_out
746597,25,677587,called_strike,Brayan Rocchio singles on a fly ball to left fielder Wyatt Langford.,,single
746597,20,666310,ball,Bo Naylor strikes out swinging.,,strikeout
746597,19,657041,hit_into_play,Lane Thomas out on a sacrifice fly to center fielder Leody Taveras.   Will Brennan scores.,sac_fly,sac_fly
746597,18,665926,swinging_strike,"Andrés Giménez grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.   Will Brennan to 3rd.",,field_out
746597,17,686823,called_strike,Will Brennan doubles (9) on a line drive to right fielder Adolis García.,,double
746597,8,647304,called_strike,Josh Naylor lines out to center fielder Leody Taveras.,,field_out
746597,7,608070,called_strike,José Ramírez walks.,,walk
746597,6,682177,foul,Daniel Schneemann called out on strikes.,,strikeout
746597,5,680757,ball,Steven Kwan flies out to left fielder Wyatt Langford.,,field_out
745705,71,595978,called_strike,"Austin Hedges grounds out, third baseman Oswaldo Cabrera to first baseman Ben Rice.",,field_out
745705,70,665926,ball,Andrés Giménez strikes out swinging.,,strikeout
745705,69,678877,called_strike,Jhonkensy Noel strikes out swinging.,,strikeout
745705,63,647304,called_strike,Josh Naylor strikes out swinging.,,strikeout
745705,62,608070,ball,José Ramírez walks.,,walk
745705,61,657041,ball,Lane Thomas strikes out swinging.,,strikeout
745705,60,680757,ball,"Steven Kwan grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745705,56,677587,hit_into_play,"Brayan Rocchio grounds out, third baseman Oswaldo Cabrera to first baseman Ben Rice.",field_out,field_out
745705,55,671289,called_strike,Tyler Freeman hit by pitch.,,hit_by_pitch
745705,54,681807,called_strike,David Fry flies out to left fielder Alex Verdugo.,,field_out
745705,53,665926,ball,"Andrés Giménez grounds out, pitcher Tim Hill to first baseman Ben Rice.",,field_out
745705,47,678877,called_strike,"Jhonkensy Noel grounds into a double play, second baseman Gleyber Torres to first baseman Ben Rice.   Josh Naylor out at 2nd.    Jhonkensy Noel out at 1st.",,grounded_into_double_play
745705,46,647304,ball,Josh Naylor walks.,,walk
745705,45,608070,ball,José Ramírez walks.,,walk
745705,44,686823,called_strike,Will Brennan pops out to third baseman Oswaldo Cabrera.,,field_out
745705,36,680757,called_strike,"Steven Kwan grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745705,35,677587,ball,Brayan Rocchio strikes out swinging.,,strikeout
745705,34,671289,called_strike,"Tyler Freeman grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745705,26,666310,ball,Bo Naylor pops out to shortstop Anthony Volpe.,,field_out
745705,25,665926,ball,"Andrés Giménez grounds out, third baseman Oswaldo Cabrera to first baseman Ben Rice.",,field_out
745705,24,678877,called_strike,Jhonkensy Noel pops out to first baseman Ben Rice.,,field_out
745705,20,647304,ball,Josh Naylor flies out to left fielder Alex Verdugo.,,field_out
745705,19,608070,ball,José Ramírez walks.   Will Brennan to 2nd.,,walk
745705,18,686823,ball,Will Brennan walks.,,walk
745705,17,680757,called_strike,"Steven Kwan grounds out sharply, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745705,16,677587,called_strike,Brayan Rocchio grounds out softly to first baseman Ben Rice.,,field_out
745705,12,671289,foul,"Tyler Freeman grounds into a force out, shortstop Anthony Volpe to second baseman Gleyber Torres.   Jhonkensy Noel out at 2nd.",,force_out
745705,11,666310,ball,Bo Naylor flies out to right fielder Juan Soto.,,field_out
745705,10,665926,called_strike,Andrés Giménez strikes out swinging.,,strikeout
745705,4,647304,ball,"Josh Naylor grounds out, first baseman Ben Rice to pitcher Gerrit Cole.",,field_out
745705,3,608070,ball,José Ramírez lines out to right fielder Juan Soto.,,field_out
745705,2,686823,foul,Will Brennan pops out to third baseman Oswaldo Cabrera.,,field_out
745705,1,680757,called_strike,Steven Kwan singles on a line drive to right fielder Juan Soto.,,single
745704,67,681807,hit_into_play,"David Fry grounds out, shortstop Anthony Volpe to first baseman Ben Rice.",field_out,field_out
745704,66,677587,called_strike,"Brayan Rocchio grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745704,65,657041,called_strike,"Lane Thomas grounds out, second baseman Gleyber Torres to first baseman Ben Rice.",,field_out
745704,60,686823,hit_into_play,"Will Brennan grounds out, shortstop Anthony Volpe to first baseman Ben Rice.",field_out,field_out
745704,59,595978,hit_into_play,Austin Hedges flies out to center fielder Trent Grisham.,field_out,field_out
745704,58,671289,hit_by_pitch,Tyler Freeman hit by pitch.,hit_by_pitch,hit_by_pitch
745704,57,665926,called_strike,Andrés Giménez strikes out swinging.,,strikeout
745704,56,678877,called_strike,Jhonkensy Noel homers (10) on a fly ball to right center field.,,home_run
745704,51,647304,swinging_strike,"Josh Naylor grounds out, third baseman Oswald Peraza to first baseman Ben Rice.",,field_out
745704,50,681807,called_strike,David Fry flies out to left fielder Alex Verdugo.,,field_out
745704,49,608070,swinging_strike,José Ramírez pops out to first baseman Ben Rice.,,field_out
745704,45,657041,ball,Lane Thomas strikes out swinging.,,strikeout
745704,44,680757,called_strike,Steven Kwan grounds out to first baseman Ben Rice.,,field_out
745704,43,595978,ball,Austin Hedges strikes out swinging.,,strikeout
745704,37,671289,called_strike,"Tyler Freeman grounds into a force out, fielded by third baseman Oswald Peraza.   Jhonkensy Noel out at 3rd.",,force_out
745704,36,665926,swinging_strike,Andrés Giménez singles on a ground ball to left fielder Alex Verdugo.   Jhonkensy Noel to 2nd.,,single
745704,35,678877,ball,Jhonkensy Noel singles on a line drive to center fielder Aaron Judge.,,single
745704,34,647304,ball,Josh Naylor flies out to center fielder Aaron Judge.,,field_out
745704,33,681807,called_strike,David Fry pops out to shortstop Anthony Volpe.,,field_out
745704,26,608070,called_strike,"José Ramírez grounds out, shortstop Anthony Volpe to first baseman Ben Rice.",,field_out
745704,25,657041,ball,Lane Thomas strikes out on a foul tip.,,strikeout
745704,24,680757,ball,Steven Kwan pops out to shortstop Anthony Volpe.,,field_out
745704,18,595978,ball,Austin Hedges flies out to center fielder Aaron Judge.,,field_out
745704,17,671289,ball,Tyler Freeman flies out to center fielder Aaron Judge.,,field_out
745704,16,665926,ball,Andrés Giménez lines out to left fielder Alex Verdugo.,,field_out
745704,12,678877,ball,Jhonkensy Noel flies out sharply to center fielder Aaron Judge.,,field_out
745704,11,647304,swinging_strike,"Josh Naylor grounds into a double play, second baseman Gleyber Torres to shortstop Anthony Volpe to first baseman Ben Rice.   David Fry out at 2nd.    Josh Naylor out at 1st.",,grounded_into_double_play
745704,10,681807,called_strike,David Fry singles on a line drive to right fielder Juan Soto.,,single
745704,3,608070,called_strike,José Ramírez pops out to second baseman Gleyber Torres.,,field_out
745704,2,657041,ball,Lane Thomas strikes out swinging.,,strikeout
745704,1,680757,hit_into_play,Steven Kwan flies out to right fielder Juan Soto.,field_out,field_out
745707,107,657041,called_strike,Lane Thomas strikes out swinging.,,strikeout
745707,106,682177,ball,Daniel Schneemann walks.   Jhonkensy Noel to 2nd.,,walk
745707,105,665926,foul,Andrés Giménez flies out to left fielder Alex Verdugo.,,field_out
745707,104,678877,ball,Jhonkensy Noel singles on a ground ball to first baseman DJ LeMahieu.   David Fry scores.,,single
745707,103,681807,called_strike,David Fry triples (1) on a line drive to center fielder Aaron Judge.   Steven Kwan scores.    José Ramírez scores.    Tyler Freeman scores.,,triple
745707,102,671289,ball,Tyler Freeman walks.   Steven Kwan to 3rd.    José Ramírez to 2nd.,,walk
745707,101,608070,ball,José Ramírez singles on a ground ball to center fielder Aaron Judge.   Lane Thomas scores.    Steven Kwan to 2nd.,,single
745707,100,680757,ball,"Steven Kwan grounds into a force out, first baseman DJ LeMahieu to shortstop Anthony Volpe.   Brayan Rocchio out at 2nd.    Steven Kwan to 1st.",,force_out
745707,99,677587,ball,Brayan Rocchio singles on a bunt ground ball to catcher Austin Wells.   Lane Thomas to 3rd.,,single
745707,98,657041,foul,Lane Thomas doubles (19) on a line drive to right fielder Juan Soto.   Daniel Schneemann scores.,,double
745707,93,682177,called_strike,Daniel Schneemann grounds out to first baseman DJ LeMahieu.,,field_out
745707,92,665926,called_strike,Andrés Giménez walks.   Tyler Freeman to 3rd.  Wild pitch by pitcher Jake Cousins.   Tyler Freeman to 3rd.,,walk
745707,91,678877,swinging_strike,Jhonkensy Noel strikes out swinging.,,strikeout
745707,90,681807,swinging_strike,"David Fry grounds out, pitcher Jake Cousins to first baseman DJ LeMahieu.",,field_out
745707,85,647304,blocked_ball,"Josh Naylor grounds into a double play, shortstop Anthony Volpe to first baseman DJ LeMahieu.   José Ramírez out at 2nd.    Josh Naylor out at 1st.",,grounded_into_double_play
745707,83,680757,called_strike,Steven Kwan strikes out swinging.,,strikeout
745707,82,677587,called_strike,Brayan Rocchio singles on a soft bunt ground ball to third baseman Oswaldo Cabrera.   Bo Naylor to 3rd.,,single
745707,78,666310,swinging_strike,Bo Naylor strikes out swinging.,,strikeout
745707,77,682177,ball,Daniel Schneemann walks.,,walk
745707,76,665926,ball,Andrés Giménez strikes out swinging.,,strikeout
745707,75,678877,called_strike,Jhonkensy Noel strikes out swinging.,,strikeout
745707,70,681807,called_strike,"David Fry grounds out, third baseman Oswaldo Cabrera to first baseman DJ LeMahieu.",,field_out
745707,69,647304,ball,Josh Naylor walks.,,walk
745707,68,608070,ball,"José Ramírez grounds out, third baseman Oswaldo Cabrera to first baseman DJ LeMahieu.",,field_out
745707,67,680757,ball,Steven Kwan flies out to left fielder Alex Verdugo.,,field_out
745707,62,677587,called_strike,Brayan Rocchio pops out to first baseman DJ LeMahieu in foul territory.,,field_out
745707,61,666310,ball,"Bo Naylor singles on a soft ground ball to third baseman Oswald Peraza, deflected by pitcher Luke Weaver.",,single
745707,60,682177,ball,Daniel Schneemann flies out to center fielder Aaron Judge.,,field_out
745707,59,665926,swinging_strike,Andrés Giménez strikes out swinging.,,strikeout
745707,54,678877,foul,Jhonkensy Noel pops out to first baseman DJ LeMahieu.,,field_out
745707,53,681807,called_strike,David Fry walks.,,walk
745707,52,647304,called_strike,Josh Naylor strikes out swinging.,,strikeout
745707,51,608070,ball,José Ramírez strikes out swinging.,,strikeout
745707,47,680757,called_strike,Steven Kwan lines out to center fielder Aaron Judge.,,field_out
745707,46,677587,ball,Brayan Rocchio walks.   Daniel Schneemann to 3rd.    Bo Naylor to 2nd.,,walk
745707,45,666310,called_strike,Bo Naylor singles on a line drive to center fielder Aaron Judge.   Daniel Schneemann to 2nd.,,single
745707,44,682177,ball,Daniel Schneemann singles on a ground ball to third baseman Oswald Peraza.,,single
745707,43,665926,foul_bunt,"Andrés Giménez grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",,field_out
745707,42,678877,ball,Jhonkensy Noel grounds out to first baseman DJ LeMahieu.,,field_out
745707,36,681807,hit_into_play,"David Fry grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",field_out,field_out
745707,35,647304,hit_into_play,"Josh Naylor grounds out, pitcher Tim Hill to first baseman DJ LeMahieu.",field_out,field_out
745707,34,608070,ball,José Ramírez lines out sharply to left fielder Alex Verdugo.,,field_out
745707,33,680757,ball,Steven Kwan walks.,,walk
745707,32,677587,ball,Brayan Rocchio homers (6) on a fly ball to center field.,,home_run
745707,27,666310,ball,Bo Naylor strikes out swinging.,,strikeout
745707,26,682177,foul,Daniel Schneemann singles on a ground ball to right fielder Juan Soto.   Jhonkensy Noel scores.    Andrés Giménez to 3rd.    Daniel Schneemann to 2nd.,,single
745707,25,665926,ball,Andrés Giménez walks.   Jhonkensy Noel to 2nd.,,walk
745707,24,678877,ball,Jhonkensy Noel walks.,,walk
745707,23,686823,ball,Will Brennan lines out to shortstop Anthony Volpe.,,field_out
745707,22,647304,hit_into_play,Josh Naylor grounds out to first baseman DJ LeMahieu.,field_out,field_out
745707,16,608070,called_strike,José Ramírez strikes out swinging.,,strikeout
745707,15,680757,ball,Steven Kwan walks.   Brayan Rocchio to 2nd.,,walk
745707,14,677587,swinging_strike_blocked,"Brayan Rocchio grounds into a force out, first baseman DJ LeMahieu to shortstop Anthony Volpe.   Daniel Schneemann to 3rd.    Bo Naylor out at 2nd.    Brayan Rocchio to 1st.",,force_out
745707,13,666310,ball,"Guardians challenged (tag play), call on the field was overturned: Bo Naylor reaches on a fielder's choice, fielded by first baseman DJ LeMahieu.   Jhonkensy Noel scores.    Daniel Schneemann to 2nd.",,fielders_choice
745707,12,682177,ball,"Daniel Schneemann grounds into a force out, second baseman Gleyber Torres to shortstop Anthony Volpe.   Jhonkensy Noel to 3rd.    Andrés Giménez out at 2nd.    Daniel Schneemann to 1st.",,force_out
745707,11,665926,ball,Andrés Giménez walks.,,walk
745707,10,678877,ball,Jhonkensy Noel doubles (4) on a sharp line drive to center fielder Aaron Judge.,,double
745707,4,686823,swinging_strike,Will Brennan pops out to third baseman Oswald Peraza in foul territory.,,field_out
745707,3,647304,swinging_strike,Josh Naylor flies out to left fielder Alex Verdugo.,,field_out
745707,2,608070,ball,José Ramírez strikes out swinging.,,strikeout
745707,1,680757,ball,Steven Kwan walks.,,walk
745948,61,647304,called_strike,Josh Naylor flies out to left fielder Jackson Chourio in foul territory.,,field_out
745948,60,608070,called_strike,José Ramírez pops out to shortstop Willy Adames.,,field_out
745948,59,686823,ball,"Will Brennan grounds out, second baseman Brice Turang to first baseman Rhys Hoskins.",,field_out
745948,55,680757,called_strike,"Steven Kwan grounds out, third baseman Joey Ortiz to first baseman Rhys Hoskins.",,field_out
745948,54,681807,called_strike,David Fry lines out softly to second baseman Brice Turang.,,field_out
745948,53,671289,ball,Tyler Freeman strikes out swinging.,,strikeout
745948,52,678877,ball,Jhonkensy Noel hit by pitch.,,hit_by_pitch
745948,48,665926,called_strike,Andrés Giménez flies out to center fielder Garrett Mitchell.,,field_out
745948,47,657041,hit_into_play,"Lane Thomas grounds out sharply, third baseman Joey Ortiz to first baseman Rhys Hoskins.",field_out,field_out
745948,46,647304,called_strike,"Josh Naylor grounds out, pitcher Colin Rea to first baseman Rhys Hoskins.",,field_out
745948,42,608070,ball,José Ramírez pops out to first baseman Rhys Hoskins in foul territory.,,field_out
745948,41,686823,foul,Will Brennan singles on a line drive to center fielder Garrett Mitchell.   Steven Kwan to 2nd.,,single
745948,40,680757,ball,Steven Kwan singles on a line drive to left fielder Jackson Chourio.,,single
745948,39,666310,ball,Bo Naylor strikes out swinging.,,strikeout
745948,38,682177,called_strike,Daniel Schneemann lines out to right fielder Sal Frelick.,,field_out
745948,33,678877,called_strike,Jhonkensy Noel flies out to left fielder Jackson Chourio.,,field_out
745948,32,665926,ball,"Andrés Giménez grounds out, pitcher Colin Rea to first baseman Rhys Hoskins.",,field_out
745948,31,657041,foul,Lane Thomas called out on strikes.,,strikeout
745948,26,647304,called_strike,"Josh Naylor grounds out, second baseman Brice Turang to first baseman Rhys Hoskins.",,field_out
745948,25,608070,ball,José Ramírez strikes out swinging.,,strikeout
745948,24,686823,ball,Will Brennan pops out softly to third baseman Joey Ortiz.,,field_out
745948,20,680757,hit_into_play,Steven Kwan pops out to catcher Eric Haase in foul territory.,field_out,field_out
745948,19,666310,foul,Bo Naylor pops out to third baseman Joey Ortiz in foul territory.,,field_out
745948,18,682177,ball,Daniel Schneemann flies out to center fielder Garrett Mitchell.,,field_out
745948,17,678877,ball,Jhonkensy Noel hit by pitch.,,hit_by_pitch
745948,11,665926,called_strike,Andrés Giménez flies out to left fielder Jackson Chourio.,,field_out
745948,10,657041,ball,Lane Thomas strikes out on a foul tip.,,strikeout
745948,9,647304,ball,Josh Naylor called out on strikes.,,strikeout
745948,3,608070,ball,José Ramírez flies out to right fielder Sal Frelick.,,field_out
745948,2,686823,called_strike,"Will Brennan grounds out, first baseman Rhys Hoskins to pitcher Colin Rea.",,field_out
745948,1,680757,called_strike,Steven Kwan pops out to shortstop Willy Adames.,,field_out
745952,60,647304,swinging_strike,"Josh Naylor grounds out, third baseman Joey Ortiz to first baseman Jake Bauers.",,field_out
745952,59,608070,ball,José Ramírez grounds out softly to catcher Gary Sánchez.,,field_out
745952,58,686823,ball,"Will Brennan grounds out, first baseman Jake Bauers to pitcher Devin Williams.",,field_out
745952,54,680757,called_strike,Steven Kwan strikes out swinging.,,strikeout
745952,53,681807,ball,David Fry strikes out swinging.,,strikeout
745952,52,678877,called_strike,Jhonkensy Noel strikes out swinging.,,strikeout
745952,47,671289,ball,Tyler Freeman flies out to right fielder Sal Frelick.,,field_out
745952,46,665926,foul,Andrés Giménez strikes out on a foul tip.,,strikeout
745952,45,657041,called_strike,Lane Thomas pops out to first baseman Jake Bauers in foul territory.,,field_out
745952,41,647304,ball,Josh Naylor called out on strikes.,,strikeout
745952,40,608070,called_strike,José Ramírez walks.,,walk
745952,39,686823,hit_into_play,Will Brennan pops out to third baseman Joey Ortiz in foul territory.,field_out,field_out
745952,38,680757,ball,Steven Kwan flies out to center fielder Garrett Mitchell.,,field_out
745952,33,677587,called_strike,"Brayan Rocchio lines into a double play, second baseman Brice Turang to first baseman Jake Bauers.   Tyler Freeman out at 1st.",,double_play
745952,32,666310,ball,Bo Naylor flies out sharply to right fielder Sal Frelick.,,field_out
745952,31,671289,hit_into_play,Tyler Freeman singles on a ground ball to right fielder Sal Frelick.,single,single
745952,26,665926,swinging_strike,Andrés Giménez flies out to right fielder Sal Frelick.,,field_out
745952,25,657041,swinging_strike,Lane Thomas singles on a line drive to center fielder Garrett Mitchell.,,single
745952,24,647304,called_strike,Josh Naylor homers (27) on a fly ball to right center field.,,home_run
745952,23,608070,foul,"José Ramírez grounds out, second baseman Brice Turang to first baseman Jake Bauers.",,field_out
745952,22,686823,called_strike,Will Brennan strikes out swinging.,,strikeout
745952,18,680757,called_strike,Steven Kwan lines out to left fielder Jackson Chourio.,,field_out
745952,17,677587,ball,Brayan Rocchio flies out to left fielder Jackson Chourio.,,field_out
745952,16,666310,hit_into_play,Bo Naylor singles on a sharp ground ball to right fielder Sal Frelick.,single,single
745952,12,671289,called_strike,Tyler Freeman strikes out swinging.,,strikeout
745952,11,665926,called_strike,"Andrés Giménez grounds into a force out, pitcher Freddy Peralta to shortstop Willy Adames.   Lane Thomas out at 2nd.    Andrés Giménez to 1st.",,force_out
