game_pk,at_bat_number,batter,description,des,first_pitch_events,events
746623,33,671289,ball,Tyler Freeman singles on a line drive to center fielder Luis Robert Jr.,,single
746623,29,665926,ball,Andrés Giménez lines out to center fielder Luis Robert Jr.,,field_out
746623,28,681807,called_strike,David Fry pops out to shortstop Paul DeJong.,,field_out
746623,27,647304,ball,Josh Naylor pops out to catcher Korey Lee in foul territory.,,field_out
746623,23,608070,ball,"José Ramírez grounds out, second baseman Nicky Lopez to first baseman Andrew Vaughn.",,field_out
746623,22,682177,swinging_strike,Daniel Schneemann homers (3) on a fly ball to right field.    Austin Hedges scores.,,home_run
746623,21,680757,ball,"Steven Kwan grounds out, second baseman Nicky Lopez to first baseman Andrew Vaughn.   Austin Hedges to 3rd.",,field_out
746623,20,677587,called_strike,"Brayan Rocchio grounds out softly, pitcher Chris Flexen to first baseman Andrew Vaughn.   Austin Hedges to 2nd.",,field_out
746623,19,595978,swinging_strike,Austin Hedges walks.,,walk
746623,15,671289,called_strike,"Tyler Freeman grounds out, shortstop Paul DeJong to first baseman Andrew Vaughn.",,field_out
746623,14,665926,called_strike,Andrés Giménez doubles (12) on a ground ball to right fielder Gavin Sheets.,,double
746623,13,681807,hit_into_play,David Fry flies out to left fielder Andrew Benintendi.,field_out,field_out
746623,12,647304,hit_into_play,Josh Naylor grounds out to first baseman Andrew Vaughn.,field_out,field_out
746623,7,608070,ball,José Ramírez lines out to center fielder Luis Robert Jr.,,field_out
746623,6,682177,called_strike,Daniel Schneemann strikes out swinging.,,strikeout
746623,5,680757,ball,Steven Kwan lines out to center fielder Luis Robert Jr.,,field_out
744838,79,657041,called_strike,Lane Thomas called out on strikes.,,strikeout
744838,55,657041,called_strike,Lane Thomas flies out sharply to center fielder Tyrone Taylor.,,field_out
744838,38,657041,foul,Lane Thomas reaches on a fielding error by first baseman Pete Alonso.   Jacob Young to 3rd.,,field_error
744838,22,657041,foul,Lane Thomas strikes out swinging.,,strikeout
744838,6,657041,ball,Lane Thomas walks.,,walk
744840,83,657041,called_strike,Lane Thomas strikes out swinging.,,strikeout
744840,63,657041,ball,"Lane Thomas grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",,field_out
744840,39,657041,ball,"Lane Thomas grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",,field_out
744840,21,657041,ball,Lane Thomas singles on a line drive to right fielder Tyrone Taylor.   CJ Abrams to 2nd.,,single
744840,6,657041,called_strike,"Lane Thomas lines into a force out, shortstop Francisco Lindor to second baseman Jose Iglesias.   CJ Abrams out at 2nd.    Lane Thomas to 1st.",,force_out
746290,72,671289,hit_into_play,"Tyler Freeman grounds into a double play, shortstop Bobby Witt Jr.  to second baseman Maikel Garcia to first baseman Salvador Perez.   Bo Naylor out at 2nd.    Tyler Freeman out at 1st.",grounded_into_double_play,grounded_into_double_play
746290,71,666310,foul,Bo Naylor singles on a sharp line drive to center fielder Garrett Hampson.,,single
746290,70,665926,foul,"Andrés Giménez grounds out, second baseman Maikel Garcia to first baseman Salvador Perez.",,field_out
746290,66,678877,foul,Jhonkensy Noel strikes out swinging.,,strikeout
746290,65,647304,called_strike,Josh Naylor singles on a ground ball to center fielder Garrett Hampson.   José Ramírez scores.,,single
746290,63,682177,foul,Daniel Schneemann singles on a sharp line drive to right fielder Hunter Renfroe.,,single
746290,62,680757,called_strike,Steven Kwan strikes out swinging.,,strikeout
746290,61,672356,foul,Gabriel Arias strikes out swinging.,,strikeout
746290,54,681807,ball,David Fry flies out to center fielder Garrett Hampson.,,field_out
746290,53,666310,called_strike,Bo Naylor flies out to right fielder Hunter Renfroe.,,field_out
746290,52,665926,ball,Andrés Giménez lines out sharply to center fielder Garrett Hampson.,,field_out
746290,46,678877,called_strike,Jhonkensy Noel strikes out swinging.,,strikeout
746290,45,647304,swinging_strike,Josh Naylor singles on a line drive to left fielder Dairon Blanco.,,single
746290,44,608070,ball,José Ramírez flies out to center fielder Garrett Hampson.,,field_out
746290,43,682177,swinging_strike,Daniel Schneemann strikes out swinging.,,strikeout
746290,36,680757,hit_into_play,Steven Kwan flies out to left fielder Dairon Blanco.,field_out,field_out
746290,34,677587,ball,Brayan Rocchio strikes out swinging.,,strikeout
746290,33,666310,foul,Bo Naylor singles on a line drive to left fielder Dairon Blanco.,,single
746290,29,665926,called_strike,Andrés Giménez strikes out swinging.,,strikeout
746290,28,678877,foul,Jhonkensy Noel flies out to left fielder Dairon Blanco.,,field_out
746290,27,647304,ball,"Josh Naylor grounds out, second baseman Maikel Garcia to pitcher Seth Lugo.",,field_out
746290,22,608070,ball,José Ramírez pops out to third baseman Nick Loftin.,,field_out
746290,21,682177,swinging_strike,"Daniel Schneemann grounds into a force out, second baseman Maikel Garcia to shortstop Bobby Witt Jr.  Steven Kwan out at 2nd.    Daniel Schneemann to 1st.",,force_out
746290,20,680757,called_strike,Steven Kwan singles on a ground ball to second baseman Maikel Garcia.,,single
746290,13,677587,called_strike,Brayan Rocchio strikes out swinging.,,strikeout
746290,12,666310,ball,Bo Naylor doubles (9) on a line drive to right fielder Hunter Renfroe.,,double
746290,11,665926,hit_into_play,Andrés Giménez lines out to center fielder Garrett Hampson.,field_out,field_out
746290,10,678877,ball,Jhonkensy Noel strikes out swinging.,,strikeout
746290,4,647304,foul,"Josh Naylor grounds out, pitcher Seth Lugo to second baseman Maikel Garcia to first baseman Salvador Perez.",,field_out
746290,3,608070,swinging_strike,José Ramírez strikes out swinging.,,strikeout
746290,2,682177,foul,Daniel Schneemann walks.,,walk
746290,1,680757,called_strike,Steven Kwan called out on strikes.,,strikeout
745072,59,657041,ball,Lane Thomas hit by pitch.,,hit_by_pitch
745072,41,657041,ball,Lane Thomas flies out to center fielder Jose Siri.,,field_out
745072,20,657041,ball,Lane Thomas strikes out swinging.  CJ Abrams steals (14) 2nd base.,,strikeout
745072,2,657041,ball,"Lane Thomas grounds out sharply, shortstop Taylor Walls to first baseman Isaac Paredes.",,field_out
746289,67,608070,ball,José Ramírez pops out to shortstop Bobby Witt Jr.,,field_out
746289,66,671289,foul,Tyler Freeman called out on strikes.,,strikeout
746289,65,680757,ball,Steven Kwan pops out to shortstop Bobby Witt Jr.,,field_out
746289,61,672356,swinging_strike,Gabriel Arias strikes out on a foul tip.,,strikeout
746289,60,666310,called_strike,"Bo Naylor grounds out, second baseman Maikel Garcia to first baseman Vinnie Pasquantino.",,field_out
746289,59,678877,swinging_strike,Jhonkensy Noel flies out to right fielder Hunter Renfroe.,,field_out
746289,53,665926,foul,Andrés Giménez grounds out to first baseman Vinnie Pasquantino.,,field_out
746289,52,681807,ball,David Fry walks.,,walk
746289,51,647304,ball,Josh Naylor lines out to center fielder Kyle Isbel.,,field_out
746289,50,608070,ball,José Ramírez homers (23) on a fly ball to left field.,,home_run
746289,49,671289,ball,Tyler Freeman pops out to first baseman Vinnie Pasquantino in foul territory.,,field_out
746289,45,680757,called_strike,"Steven Kwan grounds out, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.",,field_out
746289,44,672356,called_strike,"Gabriel Arias grounds out, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.",,field_out
746289,43,666310,foul,Bo Naylor strikes out swinging.,,strikeout
746289,39,678877,foul,Jhonkensy Noel called out on strikes.,,strikeout
746289,38,665926,foul,Andrés Giménez singles on a line drive to right fielder Hunter Renfroe.   Josh Naylor scores.    David Fry to 3rd.    Andrés Giménez to 2nd.,,single
746289,37,681807,ball,Angel Zerpa intentionally walks David Fry.,,Unknown
746289,36,647304,hit_into_play,Josh Naylor doubles (14) on a sharp line drive to right fielder Hunter Renfroe.   José Ramírez scores.,double,double
746289,35,608070,called_strike,José Ramírez doubles (16) on a line drive to left fielder MJ Melendez.   Tyler Freeman scores.,,double
746289,34,671289,called_strike,"Tyler Freeman grounds into a force out, shortstop Bobby Witt Jr.  to second baseman Maikel Garcia.   Steven Kwan out at 2nd.    Tyler Freeman to 1st.",,force_out
746289,33,680757,ball,Steven Kwan singles on a line drive to left fielder MJ Melendez.,,single
746289,32,672356,ball,Gabriel Arias lines out to second baseman Maikel Garcia.,,field_out
746289,28,666310,hit_into_play,"Bo Naylor grounds out, catcher Salvador Perez to first baseman Vinnie Pasquantino.",field_out,field_out
746289,27,678877,swinging_strike,"Umpire reviewed (home run), call on the field was upheld: Jhonkensy Noel homers (2) on a line drive to left field.   Andrés Giménez scores.",,home_run
746289,26,665926,foul,Andrés Giménez singles on a sharp line drive to right fielder Hunter Renfroe.,,single
746289,25,681807,foul,David Fry strikes out swinging.,,strikeout
746289,24,647304,swinging_strike,Josh Naylor strikes out swinging.,,strikeout
746289,20,608070,ball,José Ramírez pops out to first baseman Vinnie Pasquantino in foul territory.,,field_out
746289,19,671289,ball,Tyler Freeman strikes out swinging.,,strikeout
746289,18,680757,ball,Steven Kwan called out on strikes.,,strikeout
746289,13,672356,blocked_ball,"Gabriel Arias grounds into a double play, third baseman Nick Loftin to second baseman Maikel Garcia to first baseman Vinnie Pasquantino.   Jhonkensy Noel out at 2nd.    Gabriel Arias out at 1st.",,grounded_into_double_play
746289,12,666310,ball,Bo Naylor pops out to third baseman Nick Loftin in foul territory.,,field_out
746289,11,678877,foul,Jhonkensy Noel walks.,,walk
746289,6,665926,called_strike,Andrés Giménez pops out to first baseman Vinnie Pasquantino.,,field_out
746289,5,681807,ball,David Fry strikes out swinging.,,strikeout
746289,4,647304,ball,Josh Naylor doubles (13) on a sharp line drive to right fielder Hunter Renfroe.   Steven Kwan scores.    Tyler Freeman to 3rd.,,double
746289,3,608070,called_strike,José Ramírez strikes out swinging.,,strikeout
746289,2,671289,foul,Tyler Freeman hit by pitch.    Steven Kwan to 2nd.,,hit_by_pitch
746289,1,680757,called_strike,Steven Kwan singles on a ground ball to center fielder Kyle Isbel.,,single
745071,63,657041,called_strike,Lane Thomas pops out to second baseman Richie Palacios.,,field_out
745071,50,657041,called_strike,Lane Thomas singles on a ground ball to third baseman Isaac Paredes.   CJ Abrams to 3rd.,,single
745071,34,657041,foul,"Lane Thomas grounds out, third baseman Isaac Paredes to first baseman Yandy Díaz.",,field_out
745071,19,657041,ball,"Nationals challenged (force play), call on the field was overturned: Lane Thomas singles on a line drive to second baseman Richie Palacios.   CJ Abrams to 2nd.",,single
745071,2,657041,called_strike,Lane Thomas walks.,,walk
746292,76,677587,foul,Brayan Rocchio strikes out swinging.,,strikeout
746292,75,671289,called_strike,Tyler Freeman strikes out swinging.,,strikeout
746292,74,665926,hit_into_play,"Andrés Giménez grounds out, first baseman Vinnie Pasquantino to pitcher Carlos Hernández.   David Fry to 3rd.",field_out,field_out
746292,73,681807,hit_into_play,David Fry doubles (13) on a fly ball to left fielder MJ Melendez.,double,double
746292,66,647304,ball,Josh Naylor called out on strikes.,,strikeout
746292,65,678877,swinging_strike,Jhonkensy Noel doubles (1) on a ground ball to left fielder MJ Melendez.,,double
746292,64,682177,foul_tip,Daniel Schneemann out on a sacrifice fly to center fielder Kyle Isbel.   Austin Hedges scores.,,sac_fly
746292,62,595978,hit_into_play,Austin Hedges doubles (3) on a sharp line drive to center fielder Kyle Isbel.,double,double
746292,58,677587,ball,Brayan Rocchio strikes out swinging.,,strikeout
746292,57,671289,blocked_ball,"Tyler Freeman grounds out, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.   Josh Naylor scores.",,field_out
746292,56,665926,called_strike,Andrés Giménez called out on strikes.,,strikeout
746292,55,681807,ball,David Fry doubles (12) on a line drive to left fielder MJ Melendez.   Josh Naylor to 3rd.,,double
746292,54,647304,called_strike,Josh Naylor reaches on a fielding error by second baseman Maikel Garcia.,,field_error
746292,50,608070,ball,"José Ramírez grounds into a double play, first baseman Vinnie Pasquantino to shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.   Daniel Schneemann out at 2nd.    José Ramírez out at 1st.",,grounded_into_double_play
746292,49,682177,ball,Daniel Schneemann walks.,,walk
746292,48,680757,ball,Steven Kwan pops out to third baseman Nick Loftin in foul territory.,,field_out
746292,40,595978,called_strike,Austin Hedges strikes out swinging.,,strikeout
746292,39,677587,called_strike,Brayan Rocchio called out on strikes.,,strikeout
746292,38,671289,ball,Tyler Freeman flies out to right fielder Hunter Renfroe.,,field_out
746292,31,665926,called_strike,Andrés Giménez flies out to center fielder Kyle Isbel.,,field_out
746292,30,681807,called_strike,"David Fry grounds into a double play, third baseman Nick Loftin to second baseman Maikel Garcia to first baseman Vinnie Pasquantino.   Josh Naylor out at 2nd.    David Fry out at 1st.",,grounded_into_double_play
746292,29,647304,ball,Josh Naylor walks.,,walk
746292,20,608070,called_strike,José Ramírez strikes out swinging.,,strikeout
746292,19,682177,foul,Daniel Schneemann strikes out swinging.,,strikeout
746292,18,680757,called_strike,Steven Kwan hit by pitch.,,hit_by_pitch
746292,17,595978,foul,"Austin Hedges grounds into a force out, pitcher Alec Marsh to second baseman Maikel Garcia to shortstop Bobby Witt Jr.  Brayan Rocchio out at 2nd.    Austin Hedges to 1st.",,force_out
746292,16,677587,called_strike,Brayan Rocchio singles on a line drive to right fielder Hunter Renfroe.,,single
746292,10,671289,called_strike,"Tyler Freeman grounds into a double play, third baseman Nick Loftin to second baseman Maikel Garcia to first baseman Vinnie Pasquantino.   Andrés Giménez out at 2nd.    Tyler Freeman out at 1st.",,grounded_into_double_play
746292,9,665926,ball,Andrés Giménez singles on a line drive to right fielder Hunter Renfroe.,,single
746292,8,681807,ball,David Fry singles on a line drive to center fielder Kyle Isbel.,,single
746292,4,647304,called_strike,Josh Naylor strikes out on a foul tip.,,strikeout
746292,3,608070,ball,José Ramírez homers (22) on a fly ball to right field.,,home_run
746292,2,682177,called_strike,"Daniel Schneemann grounds out, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.",,field_out
746292,1,680757,called_strike,Steven Kwan lines out to right fielder Hunter Renfroe.,,field_out
745070,60,657041,called_strike,Lane Thomas called out on strikes.,,strikeout
745070,42,657041,hit_into_play,Lane Thomas pops out to second baseman José Caballero.,field_out,field_out
745070,20,657041,foul,"Lane Thomas reaches on a fielder's choice out, third baseman Isaac Paredes to catcher Alex Jackson to shortstop Taylor Walls to third baseman Isaac Paredes.   Jacob Young out at home.    Lane Thomas to 2nd.",,fielders_choice_out
745070,2,657041,called_strike,Lane Thomas flies out to right fielder Jonny DeLuca.,,field_out
746288,67,680757,called_strike,"Steven Kwan grounds out, pitcher James McArthur to first baseman Vinnie Pasquantino.",,field_out
746288,66,671289,ball,Tyler Freeman pops out to second baseman Maikel Garcia.,,field_out
746288,65,666310,ball,"Bo Naylor grounds out, second baseman Maikel Garcia to first baseman Vinnie Pasquantino.",,field_out
746288,61,672356,ball,Gabriel Arias pops out to first baseman Vinnie Pasquantino.,,field_out
746288,60,665926,foul,Andrés Giménez lines out to right fielder Hunter Renfroe.,,field_out
746288,59,681807,called_strike,David Fry strikes out swinging.,,strikeout
746288,55,647304,called_strike,"Josh Naylor grounds out softly, pitcher Sam Long to first baseman Vinnie Pasquantino.",,field_out
746288,54,608070,ball,José Ramírez strikes out on a foul tip.,,strikeout
746288,53,678877,called_strike,Jhonkensy Noel strikes out swinging.,,strikeout
746288,45,680757,called_strike,Steven Kwan strikes out swinging.,,strikeout
746288,44,671289,ball,Tyler Freeman walks.   Gabriel Arias to 2nd.,,walk
746288,43,666310,swinging_strike,Bo Naylor strikes out swinging.,,strikeout
746288,42,672356,swinging_strike,Gabriel Arias singles on a line drive to center fielder Kyle Isbel.   Andrés Giménez to 3rd.,,single
746288,41,665926,foul,Andrés Giménez doubles (11) on a line drive to right fielder Hunter Renfroe.,,double
746288,40,681807,ball,David Fry called out on strikes.,,strikeout
746288,35,647304,foul,Josh Naylor flies out sharply to left fielder MJ Melendez.,,field_out
746288,34,608070,swinging_strike,"José Ramírez grounds out, second baseman Maikel Garcia to first baseman Vinnie Pasquantino.   Steven Kwan to 3rd.",,field_out
746288,33,682177,foul,Daniel Schneemann out on a sacrifice fly to right fielder Hunter Renfroe.   Tyler Freeman scores.,,sac_fly
746288,32,680757,called_strike,Steven Kwan doubles (13) on a ground ball to right fielder Hunter Renfroe.   Tyler Freeman to 3rd.,,double
746288,31,671289,hit_into_play,Tyler Freeman singles on a ground ball to left fielder MJ Melendez.,single,single
746288,27,666310,called_strike,Bo Naylor called out on strikes.,,strikeout
746288,26,672356,ball,"Gabriel Arias grounds into a force out, third baseman Nick Loftin to second baseman Maikel Garcia.   David Fry out at 2nd.    Gabriel Arias to 1st.",,force_out
746288,25,665926,ball,Andrés Giménez flies out sharply to center fielder Kyle Isbel.,,field_out
746288,24,681807,called_strike,David Fry singles on a line drive to center fielder Kyle Isbel.,,single
746288,20,647304,swinging_strike,"Josh Naylor grounds out, pitcher Michael Wacha to first baseman Vinnie Pasquantino.",,field_out
746288,19,608070,hit_into_play,"José Ramírez singles on a line drive to right fielder Hunter Renfroe.  José Ramírez out at 2nd on the throw, right fielder Hunter Renfroe to shortstop Bobby Witt Jr.",single,single
746288,18,682177,foul,Daniel Schneemann strikes out on a foul tip.,,strikeout
746288,13,680757,called_strike,"Steven Kwan grounds out, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.",,field_out
746288,12,671289,called_strike,Tyler Freeman hit by pitch.    Andrés Giménez to 3rd.    Bo Naylor to 2nd.,,hit_by_pitch
746288,11,666310,ball,Bo Naylor walks.   Andrés Giménez to 2nd.,,walk
746288,10,672356,ball,Gabriel Arias strikes out swinging.,,strikeout
746288,9,665926,called_strike,Andrés Giménez walks.,,walk
746288,8,681807,hit_into_play,"David Fry grounds out, third baseman Nick Loftin to first baseman Vinnie Pasquantino.",field_out,field_out
746288,4,647304,called_strike,Josh Naylor strikes out swinging.,,strikeout
746288,3,608070,called_strike,José Ramírez singles on a line drive to left fielder MJ Melendez.,,single
746288,2,682177,ball,Daniel Schneemann strikes out swinging.,,strikeout
746288,1,680757,ball,Steven Kwan lines out to center fielder Kyle Isbel.,,field_out
747019,67,678877,blocked_ball,Jhonkensy Noel strikes out swinging.,,strikeout
747019,66,647304,ball,Josh Naylor walks.,,walk
747019,65,682177,ball,Daniel Schneemann called out on strikes.,,strikeout
747019,64,608070,called_strike,José Ramírez strikes out on a foul tip.,,strikeout
747019,59,665926,foul,"Andrés Giménez grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",,field_out
747019,58,680757,ball,Steven Kwan flies out to center fielder Cedric Mullins.,,field_out
747019,57,681807,foul,"David Fry grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",,field_out
747019,52,677587,ball,Brayan Rocchio strikes out swinging.,,strikeout
747019,51,672356,foul,Gabriel Arias strikes out swinging.,,strikeout
747019,50,678877,swinging_strike,"Jhonkensy Noel strikes out swinging, catcher Adley Rutschman to first baseman Ryan Mountcastle.",,strikeout
747019,45,671289,ball,Tyler Freeman strikes out swinging.,,strikeout
747019,44,682177,called_strike,"Daniel Schneemann grounds out, first baseman Ryan Mountcastle to pitcher Grayson Rodriguez.",,field_out
747019,43,608070,ball,"José Ramírez grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",,field_out
747019,38,665926,called_strike,Andrés Giménez lines out softly to first baseman Ryan Mountcastle in foul territory.,,field_out
747019,37,680757,ball,Steven Kwan flies out to left fielder Heston Kjerstad.,,field_out
747019,36,595978,ball,Austin Hedges doubles (2) on a sharp line drive to center fielder Cedric Mullins.,,double
747019,35,677587,called_strike,Brayan Rocchio pops out to second baseman Jorge Mateo.,,field_out
747019,34,672356,hit_into_play,Gabriel Arias homers (3) on a fly ball to left field.,home_run,home_run
747019,29,678877,called_strike,Jhonkensy Noel flies out to center fielder Cedric Mullins.,,field_out
747019,28,671289,called_strike,Tyler Freeman pops out to first baseman Ryan Mountcastle.,,field_out
747019,27,682177,foul,"Daniel Schneemann grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",,field_out
747019,23,608070,ball,José Ramírez lines out sharply to second baseman Jorge Mateo.,,field_out
747019,22,665926,called_strike,Andrés Giménez hit by pitch.,,hit_by_pitch
747019,21,680757,ball,"Steven Kwan grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",,field_out
747019,20,595978,called_strike,Austin Hedges pops out to first baseman Ryan Mountcastle in foul territory.,,field_out
747019,14,677587,ball,"Brayan Rocchio grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",,field_out
747019,13,672356,ball,Gabriel Arias singles on a ground ball to center fielder Cedric Mullins.,,single
747019,12,678877,ball,Jhonkensy Noel homers (1) on a fly ball to center field.,,home_run
747019,11,671289,swinging_strike,"Tyler Freeman grounds into a double play, third baseman Jordan Westburg to second baseman Jorge Mateo to first baseman Ryan Mountcastle.   Daniel Schneemann out at 2nd.    Tyler Freeman out at 1st.",,grounded_into_double_play
747019,10,682177,called_strike,Daniel Schneemann singles on a line drive to right fielder Anthony Santander.,,single
747019,3,608070,ball,José Ramírez flies out to left fielder Heston Kjerstad.,,field_out
747019,2,665926,hit_into_play,"Andrés Giménez grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",field_out,field_out
747019,1,680757,called_strike,Steven Kwan flies out to right fielder Anthony Santander.,,field_out
745400,67,657041,ball,Lane Thomas doubles (8) on a ground ball to left fielder Tyler Wade.   Jacob Young scores.    Nasim Nuñez scores.,,double
745400,44,657041,swinging_strike,Lane Thomas strikes out swinging.,,strikeout
745400,27,657041,ball,Lane Thomas walks.,,walk
745400,2,657041,called_strike,Lane Thomas walks.,,walk
747022,83,608070,called_strike,José Ramírez strikes out swinging.,,strikeout
747022,82,665926,ball,"Andrés Giménez grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",,field_out
747022,81,680757,called_strike,Steven Kwan flies out to center fielder Colton Cowser.,,field_out
747022,74,680757,called_strike,"Gabriel Arias caught stealing 2nd base, catcher James McCann to shortstop Gunnar Henderson.",truncated_pa,truncated_pa
747022,73,677587,hit_into_play,Brayan Rocchio flies out to center fielder Colton Cowser.,field_out,field_out
747022,72,672356,called_strike,"Gabriel Arias singles on a ground ball to right fielder Anthony Santander, deflected by pitcher Yennier Cano.   Bo Naylor scores.",,single
747022,71,666310,hit_into_play,Bo Naylor triples (1) on a sharp line drive to center fielder Colton Cowser.   Tyler Freeman scores.,triple,triple
747022,70,682177,ball,Daniel Schneemann grounds out to first baseman Ryan Mountcastle.   Tyler Freeman to 2nd.,,field_out
747022,69,671289,hit_into_play,Tyler Freeman singles on a ground ball to left fielder Ryan O'Hearn.,single,single
747022,62,681807,ball,"David Fry grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",,field_out
747022,61,608070,foul,"José Ramírez grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",,field_out
747022,60,665926,called_strike,Andrés Giménez strikes out swinging.,,strikeout
747022,54,680757,ball,Steven Kwan flies out to right fielder Anthony Santander.,,field_out
747022,53,677587,ball,"Brayan Rocchio grounds out, first baseman Ryan Mountcastle to pitcher Bryan Baker.",,field_out
747022,52,672356,foul,"Gabriel Arias singles on a ground ball to left fielder Austin Hays.  Gabriel Arias out at 2nd on the throw, left fielder Austin Hays to second baseman Jorge Mateo.",,single
747022,47,666310,ball,Bo Naylor pops out to third baseman Jordan Westburg in foul territory.,,field_out
747022,45,671289,called_strike,Tyler Freeman lines out sharply to left fielder Austin Hays.,,field_out
747022,39,681807,hit_into_play,David Fry lines out sharply to right fielder Anthony Santander.,field_out,field_out
747022,38,608070,ball,José Ramírez homers (21) on a fly ball to center field.   Brayan Rocchio scores.    Steven Kwan scores.,,home_run
747022,37,665926,ball,Andrés Giménez grounds out softly to first baseman Ryan Mountcastle.,,field_out
747022,36,680757,ball,Steven Kwan singles on a ground ball to right fielder Anthony Santander.   Gabriel Arias scores.    Brayan Rocchio to 3rd.    Steven Kwan to 2nd.,,single
747022,35,677587,ball,Brayan Rocchio singles on a ground ball to left fielder Austin Hays.   Bo Naylor scores.    Gabriel Arias to 3rd.,,single
747022,34,672356,foul,"Gabriel Arias reaches on a fielder's choice, fielded by catcher James McCann.   Bo Naylor to 3rd.    Gabriel Arias to 2nd.  Bo Naylor advances to 3rd, on a throwing error by catcher James McCann.",,fielders_choice
747022,33,666310,called_strike,Bo Naylor singles on a line drive to right fielder Anthony Santander.,,single
747022,25,671289,called_strike,Tyler Freeman singles on a line drive to right fielder Anthony Santander.,,single
747022,24,681807,ball,David Fry called out on strikes.,,strikeout
747022,23,608070,called_strike,José Ramírez lines out sharply to left fielder Austin Hays.,,field_out
747022,17,665926,ball,"Andrés Giménez grounds out, pitcher Cole Irvin to first baseman Ryan Mountcastle.",,field_out
747022,16,680757,called_strike,"Steven Kwan reaches on a fielder's choice out, shortstop Gunnar Henderson to catcher James McCann.   Gabriel Arias out at home.",,fielders_choice_out
747022,15,677587,hit_into_play,"Brayan Rocchio out on a sacrifice bunt, pitcher Cole Irvin to first baseman Ryan Mountcastle.   Gabriel Arias to 3rd.",sac_bunt,sac_bunt
747022,14,672356,swinging_strike,Gabriel Arias doubles (9) on a sharp line drive to left fielder Austin Hays.   Johnathan Rodriguez scores.    Bo Naylor scores.,,double
747022,13,666310,foul,Bo Naylor doubles (8) on a line drive to right fielder Anthony Santander.   Johnathan Rodriguez to 3rd.,,double
747022,5,671289,foul,Tyler Freeman flies out to right fielder Anthony Santander.,,field_out
747022,4,681807,hit_into_play,David Fry doubles (11) on a fly ball to left fielder Austin Hays.   José Ramírez scores.,double,double
747022,3,608070,ball,José Ramírez doubles (15) on a sharp line drive to left fielder Austin Hays.,,double
747022,2,665926,called_strike,Andrés Giménez flies out to left fielder Austin Hays.,,field_out
747022,1,680757,hit_into_play,Steven Kwan flies out to center fielder Colton Cowser.,field_out,field_out
745399,75,657041,foul,Lane Thomas pops out to second baseman Jake Cronenworth.,,field_out
745399,63,657041,ball,"Lane Thomas reaches on a fielder's choice, fielded by first baseman Luis Arraez.   CJ Abrams to 3rd.  CJ Abrams advances to 3rd, on a throwing error by first baseman Luis Arraez.",,fielders_choice
745399,37,657041,called_strike,"Lane Thomas grounds out, shortstop Ha-Seong Kim to first baseman Luis Arraez.",,field_out
745399,20,657041,ball,Lane Thomas triples (3) on a line drive to right fielder Bryce Johnson.   Jacob Young scores.,,triple
745399,2,657041,ball,Lane Thomas flies out to right fielder Bryce Johnson.,,field_out
747021,68,666310,called_strike,Bo Naylor strikes out swinging.,,strikeout
747021,67,672356,ball,Gabriel Arias strikes out swinging.,,strikeout
747021,66,682177,swinging_strike,Daniel Schneemann called out on strikes.,,strikeout
747021,61,686823,called_strike,Will Brennan called out on strikes.,,strikeout
747021,60,681807,swinging_strike,David Fry doubles (10) on a sharp line drive to left fielder Heston Kjerstad.,,double
747021,59,647304,foul,Josh Naylor strikes out swinging.,,strikeout
747021,58,608070,called_strike,José Ramírez strikes out on a foul tip.,,strikeout
747021,54,665926,foul,Andrés Giménez grounds out to first baseman Ryan O'Hearn.,,field_out
747021,53,680757,called_strike,Steven Kwan walks.,,walk
747021,52,666310,ball,Bo Naylor flies out to third baseman Ramón Urías in foul territory.,,field_out
747021,51,672356,foul,Gabriel Arias strikes out swinging.,,strikeout
747021,47,682177,hit_into_play,"Daniel Schneemann grounds out, pitcher Cionel Pérez to first baseman Ryan O'Hearn.",field_out,field_out
747021,46,686823,called_strike,Will Brennan singles on a ground ball to right fielder Anthony Santander.,,single
747021,45,681807,called_strike,David Fry pops out to first baseman Ryan O'Hearn.,,field_out
747021,44,647304,ball,Josh Naylor strikes out swinging.,,strikeout
747021,43,608070,hit_into_play,José Ramírez homers (20) on a fly ball to center field.,home_run,home_run
747021,39,665926,ball,Andrés Giménez grounds out to first baseman Ryan O'Hearn.,,field_out
