pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FS,2024-09-28,82.8,-1.25,6.12,"Neris, Héctor",686823,593576,single,hit_into_play,,,,,14.0,Will Brennan singles on a soft ground ball to catcher Victor Caratini.,R,L,R,CLE,HOU,X,2.0,ground_ball,0,0,2024,-0.37,-0.19,0.01,0.86,,,,2,7,Bot,118.84,196.78,,,,,3.572214623655734,-120.51590350393168,-5.09735735133234,-4.296812376609937,24.51308243203541,-33.193864351295176,3.27,1.51,12.0,13.8,54.0,82.2,1068.0,6.0,746578,605170,572138,643289,666197,665161,518792,676694,663656,54.51,0.16,0.153,0.9,1.0,1.0,0.0,1.0,64,1,Split-Finger,3,4,3,4,4,3,3,4,Standard,Standard,261.0,0.029,0.128,68.0,7.8,0.185,-0.128,88.0,-1,-1,0.27,0.27,35,26,35,26,1,3,3.0,1.0,3.0,9.0,3.53,0.37,-0.37,42.0
CH,2024-09-28,85.6,-1.85,6.87,"Verlander, Justin",678877,434378,single,hit_into_play,,,,,5.0,Jhonkensy Noel singles on a line drive to center fielder Jake Meyers.,R,R,R,CLE,HOU,X,8.0,line_drive,0,0,2024,-1.03,0.75,0.25,2.92,,,,2,4,Bot,126.53,99.59,,,,,6.9853983912107065,-124.41167304232548,-4.535562598961266,-12.068063396369045,24.942271057556624,-23.61253697038191,3.54,1.72,182.0,80.5,14.0,85.2,1869.0,6.1,746578,605170,572138,643289,666197,665161,518792,676694,663656,54.43,0.797,0.743,0.9,1.0,1.0,0.0,4.0,40,1,Changeup,3,4,3,4,4,3,3,4,Standard,Standard,236.0,0.018,0.128,76.5,7.8,0.885,-0.128,88.0,-1,-1,0.369,0.369,41,22,41,23,2,1,8.0,1.0,,7.0,2.36,1.03,1.03,47.9
CU,2024-09-28,78.3,-1.94,6.94,"Verlander, Justin",700932,434378,field_out,hit_into_play,,,,,14.0,Kyle Manzardo grounds out to first baseman Jon Singleton.   Will Brennan to 3rd.,R,L,R,CLE,HOU,X,3.0,ground_ball,0,0,2024,0.48,-1.21,0.59,1.21,,686823.0,,0,3,Bot,157.62,167.38,,,,,4.531914414468584,-113.94682587707256,-3.251351347552988,3.327798282320533,21.71108026742024,-42.30220710424263,3.17,1.44,4.0,61.5,-25.0,77.8,2763.0,6.0,746578,605170,572138,643289,666197,665161,518792,676694,663656,54.45,0.069,0.052,0.0,1.0,0.0,0.0,2.0,30,1,Curveball,2,4,2,4,4,2,2,4,Standard,Standard,32.0,-0.018,-0.264,68.5,8.4,0.085,0.264,88.0,-2,-2,0.388,0.388,41,23,41,24,2,1,8.0,1.0,,7.0,4.94,-0.48,0.48,51.7
SI,2024-09-27,95.4,2.83,5.69,"Hader, Josh",677587,623352,field_out,hit_into_play,,,,,6.0,Brayan Rocchio flies out to center fielder Jake Meyers.,R,R,L,CLE,HOU,X,8.0,fly_ball,0,0,2024,0.49,1.64,0.58,2.35,681807.0,,,2,9,Bot,152.56,58.08,,,,,-7.052661567447273,-138.76511736909964,-6.936672746916468,7.76601773257015,28.30370279615641,-9.561873944959714,3.14,1.44,354.0,93.8,28.0,96.4,2397.0,6.7,746580,673237,605170,514888,608324,666197,643289,676694,663656,53.8,0.163,0.226,0.0,1.0,0.0,0.0,3.0,80,1,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,149.0,-0.015,-0.328,75.4,7.5,0.403,0.328,93.8,-3,-3,0.015,0.015,30,23,30,23,1,0,3.0,2.0,4.0,1.0,0.85,0.49,-0.49,33.1
FF,2024-09-25,93.2,-1.84,5.6,"Pagán, Emilio",680757,641941,single,hit_into_play,,,,,5.0,Steven Kwan singles on a sharp line drive to right fielder Jake Fraley.,R,L,R,CLE,CIN,X,9.0,line_drive,0,0,2024,-0.19,1.51,-0.01,2.05,,,,2,8,Bot,160.03,105.73,,,,,5.15115232608876,-135.52570336294704,-6.704149431656581,-3.494438088556022,29.517356898745696,-12.29356277064354,3.21,1.47,175.0,100.6,10.0,93.9,2563.0,6.7,746583,663886,664034,663697,669289,682829,666181,670770,641584,53.8,0.78,0.723,0.9,1.0,1.0,0.0,4.0,55,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,204.0,0.025,0.128,66.2,6.4,0.912,-0.128,100.6,0,0,0.525,0.525,33,26,33,27,1,3,1.0,13.0,,2.0,1.12,0.19,-0.19,42.7
SL,2024-09-25,85.3,-2.51,5.67,"Junis, Jakob",647304,596001,single,hit_into_play,,,,,1.0,Josh Naylor singles on a ground ball to left fielder Blake Dunn.   José Ramírez scores.,R,L,R,CLE,CIN,X,7.0,ground_ball,0,0,2024,0.91,0.01,-0.48,2.71,608070.0,,,1,4,Bot,90.85,109.65,,,,,2.9227790395620232,-124.30948257032962,-0.7281265221109321,8.952331832960747,23.848632890971817,-32.15515661447128,3.11,1.42,106.0,85.2,5.0,85.1,2505.0,6.0,746583,663886,664034,669289,682622,682829,694362,670770,641584,54.49,0.363,0.332,0.9,1.0,1.0,0.0,4.0,25,1,Slider,1,0,1,0,0,2,2,0,Strategic,Standard,70.0,0.053,0.57,70.1,7.0,0.4,-0.57,88.0,1,1,0.742,0.742,31,27,32,27,2,1,7.0,1.0,,2.0,3.1,-0.91,0.91,27.5
FC,2024-09-24,88.5,-1.56,5.62,"Gibaut, Ian",647304,664139,double,hit_into_play,,,,,6.0,Josh Naylor doubles (27) on a sharp line drive to right fielder Jake Fraley.   José Ramírez scores.,R,L,R,CLE,CIN,X,9.0,line_drive,0,0,2024,0.45,0.47,0.75,2.46,,,608070.0,2,5,Bot,212.0,112.0,,,,,4.757755494226798,-129.06981478074945,-2.7953614464328504,4.344844148351253,21.79591538247006,-26.57348733658034,3.09,1.42,178.0,107.9,10.0,90.5,2317.0,7.0,746581,663886,664034,663697,669289,682829,668715,670770,641584,53.51,0.88,0.869,1.25,1.0,1.0,1.0,4.0,42,1,Cutter,3,1,3,1,1,4,4,1,Infield shade,Standard,160.0,0.083,0.728,78.2,7.4,1.12,-0.728,107.9,2,2,0.803,0.803,30,27,31,27,1,2,,2.0,5.0,1.0,2.39,-0.45,0.45,45.0
CH,2024-09-24,85.6,-2.47,5.26,"Spiers, Carson",686823,686730,single,hit_into_play,,,,,6.0,Will Brennan singles on a line drive to right fielder Jake Fraley.,R,L,R,CLE,CIN,X,9.0,line_drive,0,0,2024,-1.16,0.51,0.67,2.14,,,,0,4,Bot,175.35,104.45,,,,,9.792051217840616,-124.40285391271854,-2.1801177172695207,-13.861250216801425,21.933059052705094,-26.59198776029877,3.27,1.52,226.0,85.7,15.0,86.4,1731.0,6.6,746581,663886,664034,663697,669289,682829,668715,670770,641584,53.91,0.96,0.91,0.9,1.0,1.0,0.0,4.0,32,1,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,247.0,0.023,0.403,72.5,7.0,1.112,-0.403,88.0,2,2,0.793,0.793,26,26,27,26,2,1,7.0,2.0,,1.0,2.58,1.16,-1.16,29.4
ST,2024-09-24,80.4,-2.79,5.18,"Spiers, Carson",657041,686730,field_out,hit_into_play,,,,,4.0,Lane Thomas pops out to first baseman Ty France in foul territory.,R,R,R,CLE,CIN,X,3.0,popup,0,0,2024,1.19,-0.36,-0.7,2.21,,,647304.0,1,3,Bot,165.03,187.36,,,,,2.4076947757699623,-117.07007782697492,0.8143087500589259,10.44614522441779,22.27589766929252,-35.87218661816206,3.14,1.48,102.0,62.9,70.0,81.3,2735.0,6.9,746581,663886,664034,663697,669289,682829,668715,670770,641584,53.63,0.001,0.0,0.0,1.0,0.0,0.0,3.0,25,1,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,79.0,-0.014,-0.301,70.3,6.5,0.001,0.301,88.0,3,3,0.849,0.849,26,28,27,29,2,1,7.0,2.0,,1.0,3.89,-1.19,-1.19,29.0
FF,2024-09-24,92.7,-2.29,5.36,"Spiers, Carson",682657,686730,field_out,hit_into_play,,,,,11.0,Angel Martínez flies out to center fielder TJ Friedl.,R,L,R,CLE,CIN,X,8.0,fly_ball,0,0,2024,-0.79,1.37,-1.01,2.55,,686823.0,677587.0,1,2,Bot,97.45,65.57,,,,,5.045531788102742,-134.96600175275634,-4.435810201869571,-10.792026856111953,28.89924927495433,-14.645636067516502,3.23,1.43,338.0,89.2,28.0,93.4,2397.0,6.6,746581,663886,664034,663697,669289,682829,668715,670770,641584,53.85,0.06,0.075,0.0,1.0,0.0,0.0,3.0,16,1,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,213.0,-0.021,-0.464,69.4,7.4,0.124,0.464,89.2,3,3,0.848,0.848,26,22,27,22,2,1,7.0,2.0,,3.0,1.28,0.79,-0.79,32.7
FF,2024-09-22,98.6,-0.34,6.19,"Helsley, Ryan",682657,664854,field_out,hit_into_play,,,,,8.0,Angel Martínez flies out to right fielder Lars Nootbaar.,R,L,R,STL,CLE,X,9.0,fly_ball,0,0,2024,-0.19,1.28,0.08,1.56,,,,0,9,Top,161.96,74.95,,,,,1.6077628876829453,-143.44773582458205,-10.209099086370006,-2.9271270345381244,30.67374438715596,-12.45532370147486,3.22,1.42,320.0,96.6,48.0,99.6,2427.0,6.7,745118,686780,502671,695336,571448,691026,680977,672279,663457,53.8,0.011,0.018,0.0,1.0,0.0,0.0,3.0,61,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,200.0,0.071,-0.228,70.1,8.2,0.03,0.228,96.6,1,-1,0.842,0.158,29,22,30,22,1,3,1.0,1.0,3.0,2.0,1.05,0.19,-0.19,59.5
FF,2024-09-22,94.4,-1.73,5.89,"Kittredge, Andrew",700932,552640,field_out,hit_into_play,,,,,3.0,Kyle Manzardo flies out to right fielder Lars Nootbaar.,R,L,R,STL,CLE,X,9.0,fly_ball,0,0,2024,0.0,1.15,0.78,2.67,,,,1,8,Top,191.52,98.08,,,,,6.595368418678989,-137.39304852684506,-5.385775419070367,-1.1817067548424809,25.10686753643686,-16.5592136962672,3.17,1.41,297.0,82.2,40.0,95.9,2593.0,6.8,745118,686780,502671,680977,571448,691026,676475,672279,663457,53.74,0.003,0.003,0.0,1.0,0.0,0.0,3.0,54,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,200.0,0.039,-0.162,75.8,7.4,0.003,0.162,88.0,1,-1,0.807,0.193,34,23,34,24,1,0,1.0,1.0,2.0,2.0,1.37,0.0,0.0,46.1
FF,2024-09-22,93.1,-1.69,6.02,"Pallante, Andre",678877,669467,field_out,hit_into_play,,,,,9.0,Jhonkensy Noel lines out sharply to center fielder Lars Nootbaar.,R,R,R,STL,CLE,X,8.0,line_drive,0,0,2024,0.14,0.69,0.6,1.68,,,,2,7,Top,137.11,80.97,,,,,5.607781358686156,-135.44791815766436,-6.9577988490260205,0.6143107055067798,26.48356434023795,-22.44165490058879,3.53,1.72,295.0,103.9,12.0,94.0,2378.0,6.6,745118,686780,502671,680977,571448,691026,676475,663457,691023,53.9,0.914,0.898,0.0,1.0,0.0,0.0,4.0,46,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,186.0,0.019,-0.099,80.1,7.5,1.168,0.099,103.9,0,0,0.567,0.433,25,22,26,23,3,2,6.0,1.0,6.0,2.0,1.92,-0.14,-0.14,60.4
SI,2024-09-22,94.3,-1.72,5.98,"Pallante, Andre",678877,669467,field_out,hit_into_play,,,,,8.0,Jhonkensy Noel flies out to center fielder Lars Nootbaar.,R,R,R,STL,CLE,X,8.0,fly_ball,0,0,2024,-0.78,0.98,-0.05,2.18,,,,1,5,Top,137.9,61.31,,,,,6.123942528937323,-137.04843756671025,-6.371316802227191,-11.269795920999156,31.901033197025946,-18.580430144634967,3.53,1.72,342.0,95.4,36.0,94.5,1959.0,6.6,745118,686780,502671,680977,571448,691026,676475,663457,691023,53.9,0.089,0.158,0.0,1.0,0.0,0.0,3.0,29,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,197.0,0.021,-0.162,82.9,7.5,0.303,0.162,95.4,0,0,0.53,0.47,25,22,26,23,2,1,6.0,1.0,6.0,2.0,1.6,0.78,0.78,60.0
FF,2024-09-22,94.7,-1.6,6.05,"Pallante, Andre",678877,669467,field_out,hit_into_play,,,,,8.0,"Jhonkensy Noel grounds out, third baseman Nolan Arenado to first baseman Paul Goldschmidt.",R,R,R,STL,CLE,X,5.0,ground_ball,0,0,2024,-0.23,0.95,0.0,2.25,,,,1,2,Top,93.42,166.15,,,,,4.709202178261181,-137.94710789356623,-6.471552569232106,-3.8495642950612825,26.994916724512308,-18.77734109988676,3.53,1.72,2.0,83.5,-44.0,95.7,2194.0,6.6,745118,686780,502671,680977,571448,691026,676475,663457,691023,53.94,0.094,0.091,0.0,1.0,0.0,0.0,2.0,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189.0,0.017,-0.162,75.6,7.2,0.096,0.162,88.0,0,0,0.523,0.477,25,22,26,23,1,0,6.0,1.0,6.0,2.0,1.56,0.23,0.23,59.8
SI,2024-09-21,94.6,1.52,5.33,"Romero, JoJo",681807,668941,single,hit_into_play,,,,,6.0,David Fry singles on a sharp line drive to center fielder Michael Siani.   Angel Martínez to 2nd.,R,R,L,STL,CLE,X,8.0,line_drive,0,0,2024,1.41,0.09,0.32,2.17,,,682657.0,0,8,Top,124.03,84.69,,,,,-6.172419868719554,-137.6921083613936,-2.7849015679685047,19.330186385170883,28.61657981646551,-30.6270084021554,3.16,1.41,242.0,107.7,9.0,93.5,2022.0,5.5,745124,671056,502671,695336,571448,691026,680977,672279,691023,55.02,0.783,0.74,0.9,1.0,1.0,0.0,4.0,63,1,Sinker,6,1,1,6,1,6,1,6,Standard,Standard,120.0,-0.025,0.674,75.0,7.4,0.956,-0.674,107.7,5,-5,0.973,0.027,27,28,28,29,1,0,2.0,1.0,,6.0,2.44,1.41,-1.41,28.2
SI,2024-09-21,94.3,-1.73,5.79,"Kittredge, Andrew",665926,552640,single,hit_into_play,,,,,2.0,Andrés Giménez singles on a line drive to right fielder Jordan Walker.,R,L,R,STL,CLE,X,9.0,line_drive,0,0,2024,-1.16,0.74,-0.08,3.03,,,,1,7,Top,158.39,91.21,,,,,6.965104714763135,-137.31357492203148,-3.211985184519862,-16.207302087448824,28.02551522660768,-22.21556758794569,3.18,1.45,199.0,94.4,13.0,95.6,2238.0,6.8,745124,671056,502671,695336,571448,691026,680977,672279,691023,53.69,0.943,0.915,0.9,1.0,1.0,0.0,4.0,51,1,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,209.0,-0.049,0.266,69.8,7.3,1.15,-0.266,94.4,1,-1,0.743,0.257,34,25,34,26,1,2,2.0,1.0,1.0,3.0,1.8,1.16,-1.16,42.0
FF,2024-09-21,93.0,-2.86,6.5,"Mikolas, Miles",682657,571945,field_out,hit_into_play,,,,,5.0,Angel Martínez flies out to center fielder Michael Siani.,R,L,R,STL,CLE,X,8.0,fly_ball,0,0,2024,-0.37,1.15,-0.19,2.46,,,,0,1,Top,149.3,66.44,,,,,7.655657175946664,-135.0995376107982,-7.140661951787823,-6.167102031913575,28.25695185379463,-16.66303476383986,3.21,1.42,333.0,98.3,41.0,93.2,2267.0,6.4,745124,671056,502671,695336,571448,691026,680977,672279,691023,54.08,0.083,0.159,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214.0,0.022,-0.228,68.3,7.6,0.304,0.228,98.3,0,0,0.5,0.5,35,22,36,22,1,0,6.0,1.0,6.0,1.0,1.48,0.37,-0.37,43.4
SI,2024-09-20,93.8,1.78,5.72,"Matz, Steven",681807,571927,field_out,hit_into_play,,,,,6.0,David Fry flies out to center fielder Lars Nootbaar.,R,R,L,STL,CLE,X,8.0,fly_ball,0,0,2024,1.36,0.85,0.76,2.46,,,,2,9,Top,143.2,41.25,,,,,-5.678444509611808,-136.4243655657051,-4.600340055637334,18.289098161181805,29.08688980299867,-20.783812455713928,3.38,1.57,392.0,99.7,33.0,94.3,2103.0,6.5,745123,671056,502671,680977,695336,691026,676475,663457,691023,53.96,0.366,0.725,0.0,1.0,0.0,0.0,6.0,70,1,Sinker,1,5,5,1,5,1,5,1,Standard,Standard,122.0,0.001,-0.099,71.1,7.6,1.406,0.099,99.7,-4,4,0.015,0.985,33,28,33,29,2,1,5.0,1.0,6.0,1.0,1.74,1.36,-1.36,34.6
FF,2024-09-20,92.3,-1.91,6.39,"Gibson, Kyle",682657,502043,field_out,hit_into_play,,,,,5.0,Angel Martínez flies out to left fielder Alec Burleson.,R,L,R,STL,CLE,X,7.0,fly_ball,0,0,2024,-0.32,1.19,-0.12,2.05,,,682177.0,2,4,Top,50.14,110.23,,,,,5.310589879348874,-134.1705989272267,-7.931925508257818,-4.9144441985581215,27.4996165251211,-16.243694637134237,3.22,1.44,289.0,89.2,46.0,93.6,2033.0,7.0,745123,686780,502671,680977,695336,691026,676475,663457,691023,53.5,0.001,0.0,0.0,1.0,0.0,0.0,3.0,29,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,208.0,0.019,-0.228,65.8,7.3,0.001,0.228,89.2,-2,2,0.281,0.719,36,22,37,22,3,2,6.0,1.0,6.0,1.0,1.48,0.32,-0.32,47.8
CH,2024-09-20,85.3,-2.3,6.05,"Gibson, Kyle",682177,502043,single,hit_into_play,,,,,8.0,Daniel Schneemann singles on a line drive to right fielder Jordan Walker.   Bo Naylor scores.,R,L,R,STL,CLE,X,9.0,line_drive,0,0,2024,-1.05,0.45,0.04,1.88,,666310.0,,2,4,Top,159.94,91.55,,,,,7.740944286708395,-124.07015223053286,-4.525900407180346,-12.31322932602095,22.34992683273568,-26.805635153729902,3.35,1.62,213.0,96.2,13.0,87.0,1653.0,7.1,745123,686780,502671,680977,695336,691026,676475,663457,691023,53.36,0.937,0.895,0.9,1.0,1.0,0.0,4.0,28,1,Changeup,0,1,1,0,2,0,2,0,Standard,Standard,230.0,-0.105,0.745,67.3,7.2,1.117,-0.745,96.2,-1,1,0.386,0.614,36,27,37,27,2,1,6.0,1.0,6.0,2.0,2.66,1.05,-1.05,41.6
CU,2024-09-20,75.5,-2.08,6.22,"Gibson, Kyle",665926,502043,field_out,hit_into_play,,,,,1.0,"Andrés Giménez grounds out, shortstop Masyn Winn to first baseman Paul Goldschmidt.",R,L,R,STL,CLE,X,6.0,ground_ball,0,0,2024,0.62,-0.87,-0.68,2.7,,,,0,4,Top,114.38,150.39,,,,,1.8350197123404213,-110.0223024658246,1.3256027491458782,4.742321386060863,19.0336708109524,-39.65998562143137,3.18,1.45,29.0,96.8,-3.0,76.8,2353.0,7.1,745123,686780,502671,680977,695336,691026,676475,663457,691023,53.4,0.323,0.321,0.0,1.0,0.0,0.0,2.0,25,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,44.0,0.023,-0.228,,,0.358,0.228,96.8,-1,1,0.371,0.629,36,25,37,26,2,1,6.0,1.0,6.0,1.0,4.84,-0.62,0.62,46.4
FC,2024-09-20,85.7,-2.27,6.28,"Gibson, Kyle",700932,502043,field_out,hit_into_play,,,,,4.0,Kyle Manzardo lines out to second baseman Brendan Donovan.,R,L,R,STL,CLE,X,4.0,line_drive,0,0,2024,0.55,0.11,-0.35,2.03,682177.0,,682657.0,1,3,Top,153.68,142.01,,,,,3.4733837027325767,-124.89216103873432,-4.104635074659413,5.080630971990972,23.73134052562812,-30.44171750853573,3.18,1.42,162.0,98.4,11.0,87.2,2442.0,7.1,745123,686780,502671,680977,695336,691026,676475,663457,691023,53.45,0.891,0.872,0.0,1.0,0.0,0.0,4.0,17,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,153.0,0.073,-0.249,74.1,7.6,1.096,0.249,98.4,0,0,0.427,0.573,36,23,37,24,2,1,6.0,1.0,6.0,1.0,2.97,-0.55,0.55,45.1
FF,2024-09-20,90.7,-1.96,6.32,"Gibson, Kyle",682657,502043,field_out,hit_into_play,,,,,6.0,Angel Martínez flies out to second baseman Brendan Donovan.,R,L,R,STL,CLE,X,4.0,fly_ball,0,0,2024,-0.27,1.38,0.5,2.29,,,,0,1,Top,152.63,133.58,,,,,6.814588467945279,-131.81796214373497,-7.173541610542436,-4.585023341213296,27.480576037443093,-14.733436617964394,3.22,1.44,179.0,97.0,65.0,91.8,2094.0,7.0,745123,686780,502671,680977,695336,691026,676475,663457,691023,53.53,0.003,0.003,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215.0,0.022,-0.228,76.9,8.2,0.003,0.228,97.0,0,0,0.5,0.5,36,22,37,22,1,0,6.0,1.0,6.0,1.0,1.39,0.27,-0.27,46.8
SI,2024-09-19,95.3,-2.89,5.71,"Sands, Cole",681807,663485,single,hit_into_play,,,,,4.0,David Fry singles on a line drive to right fielder Matt Wallner.,R,R,R,CLE,MIN,X,9.0,line_drive,0,0,2024,-1.52,0.5,-0.46,2.75,,,,1,7,Bot,196.98,123.37,,,,,9.631788187799462,-138.5639886748554,-3.259331563088446,-21.633509716786715,29.13498377184053,-25.15759197927276,3.38,1.58,233.0,78.9,23.0,94.3,2299.0,5.6,746579,680777,467793,571657,668904,650489,622534,621439,670242,54.86,0.711,0.673,0.9,1.0,1.0,0.0,4.0,57,1,Sinker,2,2,2,2,2,2,2,2,Infield shade,Standard,235.0,0.041,0.266,69.3,6.6,0.811,-0.266,88.0,0,0,0.548,0.548,26,28,27,29,1,0,2.0,1.0,1.0,1.0,2.0,1.52,1.52,22.6
SI,2024-09-19,93.0,1.3,5.81,"Irvin, Cole",665926,608344,single,hit_into_play,,,,,14.0,Andrés Giménez singles on a ground ball to shortstop Willi Castro.   Josh Naylor to 2nd.,R,L,L,CLE,MIN,X,6.0,ground_ball,0,0,2024,1.11,0.8,1.06,1.97,,,647304.0,1,6,Bot,112.06,151.47,,,,,-3.059291841449405,-135.47538184511762,-5.931347728120661,14.398915557786603,26.06055897957389,-21.236406912493827,3.21,1.48,9.0,89.9,-12.0,93.7,2187.0,6.4,746579,680777,467793,571657,668904,650489,622534,621439,670242,54.14,0.14,0.142,0.9,1.0,1.0,0.0,2.0,49,1,Sinker,1,2,1,2,2,1,1,2,Infield shade,Standard,128.0,0.061,0.478,,,0.164,-0.478,89.9,-1,-1,0.392,0.392,30,25,30,26,1,2,2.0,1.0,3.0,1.0,1.8,1.11,1.11,35.1
FF,2024-09-19,89.0,-1.4,6.22,"Woods Richardson, Simeon",595978,680573,field_out,hit_into_play,,,,,11.0,Austin Hedges flies out to left fielder Manuel Margot.,R,R,R,CLE,MIN,X,7.0,fly_ball,0,0,2024,-0.86,1.06,-1.2,3.2,,,677587.0,0,5,Bot,62.2,97.35,,,,,2.311219068256507,-129.64192985715104,-3.6435015956687007,-10.19250977261586,26.58989512101376,-19.609585881037383,3.34,1.52,297.0,83.4,36.0,89.4,2074.0,6.5,746579,680777,467793,571657,668904,650489,622534,621439,670242,54.04,0.014,0.016,0.0,1.0,0.0,0.0,3.0,40,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,213.0,-0.05,-0.369,64.8,6.6,0.023,0.369,88.0,-1,-1,0.462,0.462,23,31,24,32,2,1,5.0,5.0,6.0,3.0,1.8,0.86,0.86,38.3
FS,2024-09-18,96.0,-2.14,5.93,"Duran, Jhoan",657041,661395,field_out,hit_into_play,,,,,5.0,"Lane Thomas grounds out, shortstop Carlos Correa to first baseman Carlos Santana.",R,R,R,CLE,MIN,X,6.0,ground_ball,0,0,2024,-1.11,0.06,-0.19,2.04,,,,0,9,Bot,98.87,135.43,,,,,7.686240282793634,-139.58718537005262,-4.877705919354853,-16.20349109576576,29.492142699647992,-30.54331741024492,3.13,1.48,6.0,91.0,-20.0,96.2,1744.0,6.3,746582,543877,467793,686797,669304,621043,622534,650489,670242,54.17,0.091,0.093,0.0,1.0,0.0,0.0,2.0,65,1,Split-Finger,2,2,2,2,2,2,2,2,Standard,Standard,234.0,-0.057,-0.228,74.5,6.8,0.109,0.228,91.0,0,0,0.634,0.634,26,28,26,29,1,3,1.0,1.0,2.0,1.0,2.41,1.11,1.11,33.2
FF,2024-09-18,91.1,-1.57,5.92,"Ober, Bailey",647304,641927,home_run,hit_into_play,,,,,6.0,Josh Naylor homers (30) on a fly ball to right center field.,R,L,R,CLE,MIN,X,,fly_ball,0,0,2024,-0.68,1.26,0.31,2.46,,,,0,2,Bot,203.23,35.55,,,,,6.33144934699255,-132.6050353800487,-5.674379881724317,-9.306621830167623,24.936012943317845,-16.242486035673828,3.08,1.43,445.0,109.6,29.0,93.6,2305.0,7.5,746582,543877,467793,686797,669304,621043,622534,650489,670242,53.04,0.983,2.0,2.0,1.0,0.0,3.0,6.0,13,1,4-Seam Fastball,0,1,0,1,1,1,1,1,Infield shade,Standard,208.0,0.113,1.0,78.9,7.7,3.913,-1.0,109.6,-1,-1,0.437,0.437,28,27,29,27,1,0,5.0,1.0,6.0,1.0,1.46,0.68,-0.68,35.1
FC,2024-09-18,84.6,-1.61,5.8,"Ober, Bailey",657041,641927,field_out,hit_into_play,,,,,2.0,Lane Thomas pops out to shortstop Carlos Correa.,R,R,R,CLE,MIN,X,6.0,popup,0,0,2024,0.44,0.43,0.19,3.13,,,,1,1,Bot,117.51,135.71,,,,,3.383470235741416,-123.30572475665926,-0.801970163123331,3.9245022193624752,22.56753814005382,-27.77718353119023,3.13,1.48,167.0,86.6,61.0,86.6,2059.0,7.3,746582,543877,467793,686797,669304,621043,622534,650489,670242,53.21,0.02,0.021,0.0,1.0,0.0,0.0,3.0,8,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,165.0,-0.017,-0.162,72.7,6.8,0.029,0.162,88.0,-1,-1,0.419,0.419,28,28,29,29,1,0,5.0,1.0,6.0,1.0,2.72,-0.44,-0.44,33.8
