pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,2024-05-09,89.1,-1.67,5.83,"Fedde, Erick",677587,607200,field_out,hit_into_play,,,,,5.0,Brayan Rocchio lines out to center fielder Tommy Pham.,R,L,R,CWS,CLE,X,8.0,line_drive,0,0,2024,0.27,0.8,-0.15,2.45,,,,0,6,Top,107.43,85.28,,,,,3.182011538130753,-129.7181737345824,-3.962803448777232,2.3986872970900817,26.869812049484143,-22.56972052766504,3.1,1.42,287.0,88.8,20.0,89.8,2109.0,6.7,746802,455117,683734,670032,682868,657557,643217,502054,657757,53.85,0.437,0.425,0.0,1.0,0.0,0.0,4.0,43,1,Cutter,3,0,0,3,0,3,0,3,Standard,Standard,194.0,0.023,-0.228,65.1,6.8,0.555,0.228,88.8,3,-3,0.872,0.128,31,23,31,23,3,2,5.0,1.0,5.0,1.0,2.07,-0.27,0.27,35.7
SI,2024-05-09,92.1,-1.54,5.96,"Fedde, Erick",686823,607200,single,hit_into_play,,,,,7.0,Will Brennan singles on a ground ball to left fielder Andrew Benintendi.,R,L,R,CWS,CLE,X,7.0,ground_ball,0,0,2024,-0.83,0.77,-0.45,2.07,,,,0,5,Top,99.45,99.1,,,,,4.60076918953612,-134.00072127274285,-5.770240366919003,-10.94947182003395,27.704500666457548,-21.852818732991096,3.28,1.53,58.0,99.4,1.0,93.0,1871.0,6.7,746802,455117,683734,670032,682868,657557,643217,502054,657757,53.77,0.491,0.46,0.9,1.0,1.0,0.0,4.0,34,1,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,206.0,-0.039,0.403,70.1,6.6,0.548,-0.403,99.4,3,-3,0.846,0.154,31,26,31,26,2,1,5.0,1.0,5.0,1.0,1.91,0.83,-0.83,40.2
SI,2024-05-09,92.9,-1.43,6.0,"Fedde, Erick",647304,607200,field_out,hit_into_play,,,,,4.0,Josh Naylor lines out sharply to center fielder Tommy Pham.,R,L,R,CWS,CLE,X,8.0,line_drive,0,0,2024,-0.79,0.69,-0.67,2.17,,,,0,2,Top,106.48,69.18,,,,,3.6833088467571535,-135.24523657494706,-5.609885362346621,-10.471987489392202,27.96740848023652,-22.666127960889785,3.15,1.5,326.0,109.1,12.0,93.5,1799.0,6.5,746802,455117,683734,670032,682868,657557,643217,502054,657757,54.02,0.883,0.919,0.0,1.0,0.0,0.0,5.0,9,1,Sinker,1,0,0,1,0,1,0,1,Infield shade,Standard,208.0,0.024,-0.228,71.8,7.4,1.256,0.228,109.1,1,-1,0.608,0.392,31,27,31,27,1,0,5.0,1.0,5.0,1.0,1.93,0.79,-0.79,41.8
KC,2024-05-08,89.2,-2.23,5.84,"Lange, Alex",677587,656638,single,hit_into_play,,,,,5.0,Brayan Rocchio singles on a sharp line drive to center fielder Wenceel Pérez.   Ramón Laureano scores.,R,L,R,CLE,DET,X,8.0,line_drive,0,0,2024,-0.14,0.22,-0.22,2.27,657656.0,,,1,10,Bot,98.0,48.0,,,,,5.244392271381213,-129.95441155342087,-3.33523386158608,-2.5148639555946044,22.50783278257968,-29.1921321770505,3.08,1.4,282.0,101.4,12.0,90.1,2211.0,6.4,746640,608348,679529,628451,656716,595879,682985,672761,681481,54.1,0.946,0.922,0.9,1.0,1.0,0.0,4.0,74,1,Knuckle Curve,4,4,4,4,4,5,5,4,Strategic,Strategic,254.0,0.17,0.57,69.2,6.9,1.165,-0.57,101.4,0,0,0.83,0.83,28,23,29,23,1,3,1.0,1.0,4.0,1.0,2.59,0.14,-0.14,41.0
FC,2024-05-08,84.6,1.25,6.24,"Wentz, Joey",608070,666214,field_out,hit_into_play,,,,,8.0,José Ramírez lines out sharply to right fielder Kerry Carpenter.,R,R,L,CLE,DET,X,9.0,line_drive,0,0,2024,-0.44,0.22,0.09,1.77,,,,2,8,Bot,172.34,62.93,,,,,-1.840023920985853,-123.33278350877193,-4.701131735516204,-4.267644353050271,19.193267367780283,-29.32361809618444,3.39,1.61,356.0,106.2,15.0,85.9,2410.0,6.6,746640,668670,679529,628451,656716,595879,682985,672761,681481,53.95,0.637,0.68,0.0,1.0,0.0,0.0,5.0,62,1,Cutter,3,4,3,4,4,3,3,4,Infield shade,Standard,218.0,-0.031,-0.099,76.4,7.3,0.991,0.099,106.2,-1,-1,0.189,0.189,26,31,27,32,1,3,2.0,1.0,4.0,1.0,2.9,-0.44,0.44,45.0
CH,2024-05-08,85.3,-2.93,6.0,"Olson, Reese",686823,681857,field_out,hit_into_play,,,,,4.0,Will Brennan flies out to center fielder Wenceel Pérez.,R,L,R,CLE,DET,X,8.0,fly_ball,0,0,2024,-1.17,0.15,-0.45,2.59,,,,1,4,Bot,156.01,73.55,,,,,8.042805390502352,-124.05893242516991,-2.078450848426596,-13.574263145027269,21.74641682072835,-30.41754992070542,3.29,1.53,320.0,96.8,43.0,84.5,2063.0,5.5,746640,668670,679529,628451,656716,595879,682985,672761,681481,54.96,0.031,0.055,0.0,1.0,0.0,0.0,3.0,33,1,Changeup,2,4,2,4,4,2,2,4,Infield shade,Standard,246.0,-0.019,-0.162,71.4,7.4,0.105,0.162,96.8,-2,-2,0.271,0.271,24,26,25,26,2,1,5.0,1.0,6.0,1.0,2.95,1.17,-1.17,35.9
SI,2024-05-08,95.3,-2.96,6.05,"Olson, Reese",595978,681857,single,hit_into_play,,,,,7.0,Austin Hedges singles on a ground ball to left fielder Riley Greene.   Josh Naylor scores.    David Fry scores.    Will Brennan to 2nd.,R,R,R,CLE,DET,X,7.0,ground_ball,0,0,2024,-1.12,0.62,-0.65,1.89,647304.0,681807.0,686823.0,1,2,Bot,68.43,120.56,,,,,8.470758833958051,-138.5740473755612,-6.671905696940222,-16.193877138503545,27.04595223753033,-22.924383086877576,3.11,1.42,38.0,86.3,0.0,94.7,2115.0,5.7,746640,668670,679529,628451,656716,595879,682985,672761,681481,54.78,0.237,0.191,0.9,1.0,1.0,0.0,2.0,14,1,Sinker,0,0,0,0,0,2,2,0,Standard,Standard,228.0,0.127,1.195,66.7,7.2,0.24,-1.195,88.0,0,0,0.652,0.652,24,31,25,32,1,0,5.0,4.0,6.0,2.0,1.87,1.12,1.12,35.6
FF,2024-05-08,95.1,-2.76,6.12,"Olson, Reese",665926,681857,field_out,hit_into_play,,,,,8.0,"Andrés Giménez grounds out sharply, second baseman Andy Ibáñez to first baseman Spencer Torkelson.",R,L,R,CLE,DET,X,4.0,ground_ball,0,0,2024,-0.94,1.12,-0.11,1.5,,,,1,1,Bot,149.03,160.56,,,,,8.974245530497939,-138.10286171558482,-8.926556434200876,-13.900546897105986,28.58515546779228,-16.078247402994535,3.2,1.45,60.0,102.1,2.0,94.7,2202.0,6.0,746640,668670,679529,628451,656716,595879,682985,672761,681481,54.51,0.523,0.471,0.0,1.0,0.0,0.0,4.0,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223.0,-0.016,-0.162,73.9,7.3,0.569,0.162,102.1,0,0,0.526,0.526,24,25,25,26,1,0,5.0,1.0,6.0,1.0,1.4,0.94,-0.94,40.0
SI,2024-05-07,92.1,1.95,6.19,"Chafin, Andrew",681807,605177,field_out,hit_into_play,,,,,8.0,David Fry flies out to center fielder Wenceel Pérez.,R,R,L,CLE,DET,X,8.0,fly_ball,0,0,2024,1.16,0.94,-0.22,1.98,,,608070.0,1,8,Bot,130.44,68.38,,,,,-8.126264734492766,-133.82108839345327,-6.971491879432173,15.71991007998887,28.27437031931319,-19.485631945117124,3.3,1.53,325.0,90.1,26.0,93.1,2236.0,6.9,746638,608348,679529,628451,663837,595879,682985,672761,668723,53.6,0.1,0.139,0.0,1.0,0.0,0.0,3.0,73,1,Sinker,7,11,7,11,11,7,7,11,Standard,Standard,145.0,-0.017,-0.301,72.1,7.6,0.222,0.301,90.1,-4,-4,0.04,0.04,34,28,34,29,1,0,2.0,3.0,1.0,1.0,1.75,1.16,-1.16,46.3
FF,2024-05-07,92.8,-2.69,6.09,"Faedo, Alex",700932,656412,field_out,hit_into_play,,,,,4.0,Kyle Manzardo flies out to left fielder Riley Greene.,R,L,R,CLE,DET,X,7.0,fly_ball,0,0,2024,-0.69,1.24,-0.32,2.73,,,,2,6,Bot,59.01,96.09,,,,,7.527341595636964,-134.94154596906316,-5.480297453595835,-10.109580598130483,30.01959164614499,-16.06345422428745,3.37,1.53,304.0,87.0,31.0,92.1,2452.0,6.0,746638,608348,679529,628451,663837,595879,682985,672761,668723,54.54,0.029,0.034,0.0,1.0,0.0,0.0,3.0,57,1,4-Seam Fastball,7,8,7,8,8,7,7,8,Infield shade,Standard,215.0,-0.019,-0.099,69.7,6.8,0.058,0.099,88.0,-1,-1,0.319,0.319,28,23,29,24,1,2,4.0,1.0,3.0,1.0,1.42,0.69,-0.69,31.9
KC,2024-05-06,78.1,-2.7,5.33,"Flaherty, Jack",686823,656427,single,hit_into_play,,,,,7.0,"Will Brennan singles on a line drive to right fielder Kerry Carpenter.   Estevan Florial scores.  Josh Naylor out at 3rd on the throw, right fielder Kerry Carpenter to third baseman Matt Vierling.",R,L,R,CLE,DET,X,9.0,line_drive,0,0,2024,1.23,-0.84,-0.49,1.78,,664314.0,647304.0,2,1,Bot,183.11,113.78,,,,,2.5107762897665,-113.68868679863937,0.8274619944751322,10.16195999944085,21.79355555140126,-39.84504561137962,3.3,1.52,262.0,96.2,16.0,78.7,2367.0,6.8,746639,608348,679529,690993,663837,595879,592192,678009,681481,53.74,0.657,0.651,0.9,1.0,1.0,0.0,4.0,9,1,Knuckle Curve,0,1,0,1,1,1,1,1,Standard,Standard,55.0,0.063,0.898,70.9,7.5,0.838,-0.898,96.2,-1,-1,0.437,0.437,28,26,29,26,1,0,6.0,1.0,6.0,1.0,4.59,-1.23,1.23,30.5
CH,2024-05-05,89.0,-1.9,5.73,"Canning, Griffin",666310,656288,field_out,hit_into_play,,,,,6.0,Bo Naylor pops out to catcher Matt Thaiss in foul territory.,R,L,R,CLE,LAA,X,2.0,popup,0,0,2024,-1.08,0.71,0.29,2.15,,,,2,2,Bot,109.08,208.6,,,,,7.529195935129905,-129.44183144509256,-4.234743702393503,-13.645918597732088,24.06370924566304,-23.547044117397487,3.32,1.48,43.0,78.1,81.0,88.4,1620.0,5.7,746643,642136,694384,592273,657061,687263,621493,666160,666176,54.81,0.009,0.011,0.0,1.0,0.0,0.0,3.0,15,1,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,238.0,-0.011,-0.099,72.0,7.6,0.012,0.099,88.0,-1,-1,0.394,0.394,28,24,28,24,1,0,6.0,1.0,5.0,1.0,2.15,1.08,-1.08,42.8
FF,2024-05-05,94.1,-1.57,5.95,"Canning, Griffin",686823,656288,field_out,hit_into_play,,,,,4.0,"Will Brennan grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,R,CLE,LAA,X,6.0,ground_ball,0,0,2024,-0.71,1.46,-0.36,2.74,,,,0,2,Bot,117.75,122.1,,,,,4.680587372177053,-136.9155123058184,-5.800132209747525,-9.98195222790429,31.88080159936648,-12.7418128543548,3.3,1.52,141.0,93.4,6.0,93.5,2118.0,6.1,746643,642136,694384,592273,657061,687263,621493,666160,666176,54.43,0.554,0.522,0.0,1.0,0.0,0.0,4.0,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,210.0,-0.025,-0.228,69.4,6.7,0.624,0.228,93.4,-1,-1,0.437,0.437,28,26,28,26,1,0,6.0,1.0,5.0,1.0,1.13,0.71,-0.71,50.2
SL,2024-05-04,89.6,-2.49,5.79,"Fulmer, Carson",677587,608334,field_out,hit_into_play,,,,,2.0,Brayan Rocchio lines out to center fielder Mickey Moniak.,R,L,R,CLE,LAA,X,8.0,line_drive,0,0,2024,0.22,0.7,0.06,2.61,,,686823.0,0,7,Bot,116.98,92.78,,,,,5.891870784011727,-130.55520178762032,-3.4298944083051204,1.4143914363146222,23.72670938116588,-23.68425794003015,3.09,1.39,266.0,78.6,25.0,90.9,2503.0,6.7,746644,642136,694384,592273,501303,687263,621493,666160,666176,53.83,0.463,0.431,0.0,1.0,0.0,0.0,4.0,57,1,Slider,7,1,7,1,1,7,7,1,Infield shade,Standard,197.0,-0.001,-0.369,72.5,6.9,0.535,0.369,88.0,6,6,0.995,0.995,30,23,31,23,1,3,7.0,1.0,7.0,2.0,2.1,-0.22,0.22,39.9
FC,2024-05-04,84.9,-3.41,5.84,"Strickland, Hunter",595978,519326,field_out,hit_into_play,,,,,5.0,Austin Hedges pops out to catcher Matt Thaiss in foul territory.,R,R,R,CLE,LAA,X,2.0,popup,0,0,2024,0.82,0.54,0.15,2.0,,,,2,6,Bot,153.74,204.03,,,,,6.66603626497749,-123.53353181338252,-3.735987566266997,7.092742355464938,24.01945907894034,-26.121509015143943,3.11,1.41,62.0,82.2,81.0,84.5,2751.0,6.0,746644,642136,694384,592273,501303,687263,621493,666160,666176,54.52,0.009,0.01,0.0,1.0,0.0,0.0,3.0,52,1,Cutter,7,1,7,1,1,7,7,1,Infield shade,Standard,76.0,0.0,-0.099,66.6,7.8,0.011,0.099,88.0,6,6,0.986,0.986,35,31,36,32,1,2,3.0,8.0,2.0,4.0,2.62,-0.82,-0.82,28.9
CU,2024-05-04,76.3,1.33,6.12,"Detmers, Reid",672356,672282,field_out,hit_into_play,,,,,8.0,"Gabriel Arias grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,R,L,CLE,LAA,X,6.0,ground_ball,0,0,2024,-0.84,-1.19,0.1,1.74,,,,1,5,Bot,102.99,150.64,,,,,-1.0725948447281206,-111.07905781262382,0.036637223951476,-6.6787620961145295,22.29768283147792,-42.17952584479076,3.44,1.56,43.0,101.5,0.0,75.5,2421.0,5.9,746644,642136,694384,592273,501303,687263,621493,666160,666176,54.58,0.466,0.42,0.0,1.0,0.0,0.0,4.0,40,1,Curveball,3,1,3,1,1,3,3,1,Standard,Standard,336.0,-0.011,-0.162,70.9,7.8,0.515,0.162,101.5,2,2,0.806,0.806,24,24,25,24,3,0,6.0,1.0,5.0,1.0,5.14,-0.84,0.84,48.9
FF,2024-05-04,95.0,1.46,6.02,"Detmers, Reid",680757,672282,field_out,hit_into_play,,,,,3.0,Steven Kwan pops out to shortstop Zach Neto.,R,L,L,CLE,LAA,X,6.0,popup,0,0,2024,0.79,1.44,0.36,2.87,,,,2,2,Bot,85.85,133.15,,,,,-4.633365908348484,-138.17229091294962,-5.8377660115941605,11.0860101959049,30.04802878532812,-12.600147849197548,3.23,1.49,195.0,79.3,56.0,95.1,2168.0,6.3,746644,681351,694384,592273,501303,687263,621493,666160,666176,54.19,0.029,0.026,0.0,1.0,0.0,0.0,3.0,17,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,148.0,-0.007,-0.099,67.9,6.2,0.032,0.099,88.0,2,2,0.728,0.728,24,26,25,27,2,1,6.0,1.0,5.0,27.0,1.08,0.79,0.79,46.7
FF,2024-05-04,94.2,1.39,6.07,"Detmers, Reid",608070,672282,field_out,hit_into_play,,,,,11.0,José Ramírez pops out to catcher Logan O'Hoppe in foul territory.,R,R,L,CLE,LAA,X,2.0,popup,0,0,2024,0.88,1.47,-0.05,3.73,,,680757.0,1,1,Bot,132.93,214.19,,,,,-5.688346806107679,-136.91023043907975,-3.5551956516427605,12.316786756155617,33.656526043931926,-13.181267361093427,3.39,1.58,27.0,84.8,86.0,93.6,2184.0,6.2,746644,681351,694384,592273,501303,687263,621493,666160,666176,54.27,0.006,0.005,0.0,1.0,0.0,0.0,3.0,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,145.0,-0.028,-0.301,68.0,7.6,0.006,0.301,88.0,0,0,0.55,0.55,24,31,25,32,1,0,6.0,1.0,5.0,1.0,1.13,0.88,-0.88,45.1
SI,2024-05-03,95.7,-1.49,5.9,"Soriano, José",686823,667755,field_out,hit_into_play,,,,,4.0,Will Brennan flies out to left fielder Taylor Ward.,R,L,R,CLE,LAA,X,7.0,fly_ball,0,0,2024,-1.12,0.12,-0.65,2.38,,,647304.0,1,6,Bot,61.24,110.74,,,,,4.732411797118152,-139.39988513065495,-3.973131271004365,-15.692135311529077,30.28958001586976,-29.95206591619848,3.3,1.5,271.0,84.0,39.0,95.8,1767.0,6.2,746645,681351,694384,650859,501303,687263,621493,666160,666176,54.28,0.009,0.012,0.0,1.0,0.0,0.0,3.0,50,1,Sinker,0,6,0,6,6,0,0,6,Standard,Standard,240.0,-0.009,-0.301,70.4,6.9,0.023,0.301,88.0,-6,-6,0.028,0.028,25,26,26,26,3,2,6.0,1.0,5.0,1.0,2.36,1.12,-1.12,33.5
SI,2024-05-03,98.1,-1.38,5.93,"Soriano, José",671289,667755,field_out,hit_into_play,,,,,5.0,"Tyler Freeman grounds out, second baseman Luis Rengifo to first baseman Nolan Schanuel.",R,R,R,CLE,LAA,X,4.0,ground_ball,0,0,2024,-1.36,0.49,-0.03,2.03,,,,1,2,Bot,136.91,152.68,,,,,6.842933571341101,-142.63881505326958,-6.251004321440156,-20.078123477890703,32.43003135365462,-24.182071608179257,3.22,1.44,4.0,85.9,-26.0,98.8,1917.0,6.7,746645,681351,694384,650859,501303,687263,621493,666160,666176,53.82,0.066,0.061,0.0,1.0,0.0,0.0,2.0,13,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,230.0,-0.016,-0.162,72.1,6.5,0.079,0.162,88.0,0,0,0.527,0.527,25,25,26,25,1,0,6.0,2.0,5.0,1.0,1.88,1.36,1.36,37.7
CH,2024-05-02,84.6,-1.17,4.84,"Arrighetti, Spencer",686823,681293,single,hit_into_play,,,,,2.0,Will Brennan singles on a line drive to right fielder Kyle Tucker.,R,L,R,HOU,CLE,X,9.0,line_drive,0,0,2024,-0.93,1.06,0.0,2.91,,,,2,6,Top,199.26,115.21,,,,,4.693174207984634,-123.09811013131028,-0.20285880005011,-10.38322396107928,26.196971915949387,-21.68554365815848,3.3,1.51,275.0,84.9,25.0,86.2,1709.0,7.5,746403,673237,572138,514888,608324,665161,643289,676694,663656,52.99,0.146,0.163,0.9,1.0,1.0,0.0,3.0,44,1,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,237.0,-0.014,0.128,68.5,7.0,0.241,-0.128,88.0,-1,1,0.375,0.625,24,26,24,26,3,2,8.0,1.0,6.0,1.0,2.15,0.93,-0.93,20.4
CU,2024-05-02,78.4,-1.27,5.07,"Arrighetti, Spencer",665926,681293,field_out,hit_into_play,,,,,5.0,Andrés Giménez lines out to left fielder Mauricio Dubón.,R,L,R,HOU,CLE,X,7.0,line_drive,0,0,2024,1.13,-0.79,-0.01,2.33,,,,2,5,Top,61.13,112.19,,,,,0.6221744104923408,-114.02351645866769,2.5167383962660903,9.676808076731955,22.787294380298555,-39.7289090951211,3.21,1.48,269.0,91.4,19.0,79.5,2736.0,7.3,746403,673237,572138,514888,608324,665161,643289,676694,663656,53.24,0.426,0.383,0.0,1.0,0.0,0.0,4.0,36,1,Curveball,1,2,2,1,2,1,2,1,Standard,Standard,70.0,0.011,-0.099,68.7,6.5,0.496,0.099,91.4,-1,1,0.396,0.604,24,25,24,26,3,2,8.0,1.0,6.0,1.0,4.53,-1.13,1.13,26.3
FF,2024-05-02,92.9,-1.0,5.28,"Arrighetti, Spencer",677587,681293,double,hit_into_play,,,,,3.0,Brayan Rocchio doubles (8) on a line drive to center fielder Jake Meyers.,R,L,R,HOU,CLE,X,8.0,line_drive,0,0,2024,-0.66,1.44,0.56,2.98,,,,1,3,Top,155.56,68.0,,,,,5.578693007897377,-135.11049159224365,-3.279256248867578,-9.41413235254094,32.62532059212463,-14.116273971692957,3.1,1.39,332.0,90.9,25.0,94.4,2311.0,7.5,746403,673237,572138,514888,608324,665161,643289,676694,663656,53.05,0.106,0.121,1.25,1.0,1.0,1.0,3.0,15,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218.0,-0.047,0.415,65.1,6.4,0.203,-0.415,90.9,0,0,0.525,0.475,24,23,24,23,1,0,8.0,1.0,6.0,1.0,1.23,0.66,-0.66,31.6
CH,2024-05-01,88.5,-2.06,5.77,"Dubin, Shawn",647304,681869,grounded_into_double_play,hit_into_play,,,,,13.0,"Josh Naylor grounds into a double play, second baseman Jose Altuve to shortstop Jeremy Peña to first baseman Mauricio Dubón.   Andrés Giménez out at 2nd.    Josh Naylor out at 1st.",R,L,R,HOU,CLE,X,4.0,ground_ball,0,0,2024,-1.31,-0.04,-0.85,2.22,677587.0,680757.0,665926.0,1,10,Top,140.36,164.25,,,,,5.710502161372635,-128.81332126945443,-2.513919437135648,-15.812410544664155,27.74936370810622,-32.29673773650453,3.16,1.46,10.0,93.0,-12.0,88.8,1498.0,6.5,746399,605170,643289,514888,608324,665161,663550,694388,663656,53.98,0.151,0.12,0.0,1.0,0.0,0.0,2.0,75,1,Changeup,2,3,3,2,3,2,3,2,Standard,Standard,256.0,0.194,-0.787,72.0,8.0,0.167,0.787,93.0,-1,1,0.244,0.756,28,27,29,27,1,4,7.0,1.0,4.0,1.0,2.96,1.31,-1.31,36.7
CH,2024-05-01,90.8,-1.69,5.05,"Montero, Rafael",647304,606160,field_out,hit_into_play,,,,,7.0,"Josh Naylor grounds out, second baseman Jose Altuve to first baseman Jon Singleton.",R,L,R,HOU,CLE,X,4.0,ground_ball,0,0,2024,-1.23,0.42,-0.73,1.94,,,665926.0,2,8,Top,148.47,159.69,,,,,5.024444616185011,-132.1270227864368,-2.7217397484485204,-15.518841352728264,29.3401947425582,-26.92516547818576,3.16,1.46,9.0,80.4,-11.0,90.6,2086.0,6.2,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.27,0.063,0.052,0.0,1.0,0.0,0.0,2.0,58,1,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,234.0,0.051,-0.228,67.1,8.3,0.071,0.228,88.0,0,0,0.554,0.446,33,27,34,27,1,3,1.0,1.0,4.0,1.0,2.36,1.23,-1.23,32.1
FF,2024-05-01,95.4,-1.69,6.97,"Verlander, Justin",671289,434378,field_out,hit_into_play,,,,,2.0,Tyler Freeman flies out to right fielder Kyle Tucker.,R,R,R,HOU,CLE,X,9.0,fly_ball,0,0,2024,-0.96,1.61,-0.12,2.7,,,,1,7,Top,179.59,114.74,,,,,6.255143397864175,-138.47281892135322,-9.06713421618085,-13.758694881554923,32.807478148306004,-9.634552146431432,3.24,1.45,250.0,77.5,31.0,94.4,2482.0,6.0,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.53,0.114,0.103,0.0,1.0,0.0,0.0,3.0,48,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,213.0,0.018,-0.162,70.5,6.5,0.114,0.162,88.0,-1,1,0.324,0.676,41,25,41,25,3,2,6.0,1.0,6.0,2.0,0.92,0.96,0.96,50.6
FF,2024-05-01,94.6,-1.45,7.1,"Verlander, Justin",647304,434378,field_out,hit_into_play,,,,,7.0,Josh Naylor flies out to center fielder Mauricio Dubón.,R,L,R,HOU,CLE,X,8.0,fly_ball,0,0,2024,-0.85,1.91,-0.42,1.53,,,,1,6,Top,134.66,88.24,,,,,4.5231228965886805,-137.0831936396505,-12.879019007894849,-11.703943610511043,33.112135897107414,-5.370639964570179,3.16,1.46,278.0,78.8,33.0,93.4,2590.0,6.0,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.48,0.057,0.053,0.0,1.0,0.0,0.0,3.0,39,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,212.0,0.012,-0.162,76.5,8.6,0.077,0.162,88.0,-2,2,0.228,0.772,41,27,41,27,3,2,6.0,1.0,6.0,1.0,0.68,0.85,-0.85,55.7
FF,2024-05-01,97.0,-1.86,7.01,"Verlander, Justin",665926,434378,field_out,hit_into_play,,,,,3.0,Andrés Giménez pops out to shortstop Jeremy Peña.,R,L,R,HOU,CLE,X,6.0,popup,0,0,2024,-0.72,1.46,0.49,2.98,680757.0,,,2,5,Top,110.45,160.2,,,,,7.874290265452312,-140.71087413818665,-8.381021216317027,-11.540926171383424,37.27397202110495,-11.009672660900849,3.2,1.47,143.0,87.8,67.0,95.5,2497.0,6.0,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.51,0.006,0.006,0.0,1.0,0.0,0.0,3.0,34,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213.0,0.031,-0.328,72.0,7.0,0.012,0.328,88.0,-2,2,0.246,0.754,41,25,41,26,3,2,6.0,1.0,6.0,1.0,1.01,0.72,-0.72,57.4
CU,2024-05-01,79.1,-2.07,7.04,"Verlander, Justin",681807,434378,grounded_into_double_play,hit_into_play,,,,,9.0,"David Fry grounds into a double play, shortstop Jeremy Peña to second baseman Jose Altuve to first baseman Jon Singleton.   José Ramírez out at 2nd.    David Fry out at 1st.",R,R,R,HOU,CLE,X,6.0,ground_ball,0,0,2024,0.64,-1.12,0.59,2.04,,665926.0,608070.0,1,4,Top,111.97,163.24,,,,,4.583932254891101,-115.03954737905693,-1.9045783019690032,4.666616110856721,24.352334063887955,-41.8632811393088,3.33,1.54,27.0,90.8,-3.0,78.2,2709.0,6.0,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.51,0.257,0.221,0.0,1.0,0.0,0.0,2.0,25,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,42.0,0.105,-0.595,68.0,8.3,0.279,0.595,90.8,0,0,0.454,0.546,41,28,41,29,2,1,6.0,1.0,6.0,3.0,4.81,-0.64,-0.64,49.4
CH,2024-05-01,85.4,-2.21,6.91,"Verlander, Justin",647304,434378,field_out,hit_into_play,,,,,8.0,Josh Naylor lines out to center fielder Mauricio Dubón.,R,L,R,HOU,CLE,X,8.0,line_drive,0,0,2024,-1.33,0.51,-0.19,1.98,,665926.0,608070.0,0,4,Top,150.55,77.52,,,,,7.377678826974597,-123.91995546910437,-6.203946190319335,-15.2674077616547,27.67266173509532,-25.81355719682068,3.16,1.46,308.0,99.8,17.0,84.4,1761.0,6.0,746399,605170,572138,514888,608324,665161,694388,643289,663656,54.45,0.46,0.508,0.0,1.0,0.0,0.0,4.0,24,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,237.0,0.061,-0.504,74.4,7.7,0.751,0.504,99.8,0,0,0.393,0.607,41,27,41,27,2,1,6.0,1.0,6.0,1.0,2.67,1.33,-1.33,44.8
