game_pk,at_bat_number,batter,description,des,first_pitch_events,events
746598,38,Jose Ramirez,hit_into_play,José Ramírez grounds out to first baseman Michael Busch.   Will Brennan scores.,field_out,field_out
746598,37,Will Brennan,foul,Will Brennan triples (2) on a ground ball to right fielder Seiya Suzuki.   Steven Kwan scores.,,triple
746598,35,Austin Hedges,hit_into_play,Austin Hedges bunt pops out softly to catcher Miguel Amaya in foul territory.,field_out,field_out
746598,31,Bryan Rocchio,hit_into_play,"Brayan Rocchio grounds out, second baseman Nico Hoerner to first baseman Michael Busch.",field_out,field_out
746598,27,Josh Naylor,hit_into_play,Josh Naylor doubles (19) on a sharp line drive to right fielder Seiya Suzuki.   José Ramírez scores.,double,double
746598,19,Austin Hedges,swinging_strike,Austin Hedges strikes out swinging.,,strikeout
746598,13,Jhonkensy Noel,swinging_strike,Jhonkensy Noel strikes out swinging.,,strikeout
746598,6,Jose Ramirez,hit_into_play,José Ramírez flies out to left fielder Ian Happ.,field_out,field_out
746598,5,Will Brennan,foul,Will Brennan flies out to left fielder Ian Happ.,,field_out
746601,40,Josh Naylor,foul,Josh Naylor pops out to first baseman Patrick Wisdom.,,field_out
746601,19,Will Brennan,hit_into_play,Will Brennan flies out to right fielder Seiya Suzuki.,field_out,field_out
746601,17,Bryan Rocchio,hit_into_play,Brayan Rocchio singles on a soft bunt ground ball to pitcher Javier Assad.   Andrés Giménez scores.    Jhonkensy Noel to 2nd.,single,single
746601,9,David Fry,foul,David Fry lines out to shortstop Dansby Swanson.,,field_out
746603,75,Andres Gimenez,hit_into_play,"Andrés Giménez grounds into a double play, second baseman Nico Hoerner to shortstop Dansby Swanson to first baseman Patrick Wisdom.   Josh Naylor out at 2nd.    Andrés Giménez out at 1st.",grounded_into_double_play,grounded_into_double_play
746603,73,Josh Naylor,hit_into_play,Josh Naylor singles on a ground ball to left fielder Ian Happ.   José Ramírez scores.    Will Brennan to 2nd.,single,single
746603,72,Will Brennan,foul,"Will Brennan singles on a ground ball to left fielder Ian Happ, deflected by shortstop Dansby Swanson.   José Ramírez to 3rd.",,single
746603,64,Lane Thomas,hit_into_play,"Lane Thomas grounds into a double play, shortstop Dansby Swanson to second baseman Nico Hoerner to first baseman Patrick Wisdom.   Steven Kwan out at 2nd.    Lane Thomas out at 1st.",grounded_into_double_play,grounded_into_double_play
746603,62,Austin Hedges,foul,Austin Hedges called out on strikes.,,strikeout
746603,52,Andres Gimenez,foul,Andrés Giménez lines out to left fielder Ian Happ.,,field_out
746603,51,Jhonkensy Noel,hit_into_play,Jhonkensy Noel homers (8) on a fly ball to left center field.,home_run,home_run
746603,45,Jose Ramirez,hit_into_play,José Ramírez singles on a line drive to right fielder Seiya Suzuki.,single,single
746603,44,Lane Thomas,foul,Lane Thomas flies out to center fielder Pete Crow-Armstrong.,,field_out
746603,43,Steven Kwan,hit_into_play,Steven Kwan homers (13) on a fly ball to right field.    Austin Hedges scores.,home_run,home_run
746603,42,Austin Hedges,hit_into_play,Austin Hedges singles on a ground ball to left fielder Ian Happ.,single,single
746603,41,Tyler Freeman,foul,"Tyler Freeman grounds out, shortstop Dansby Swanson to first baseman Michael Busch.",,field_out
746603,36,Jhonkensy Noel,foul,Jhonkensy Noel homers (7) on a fly ball to left field.   José Ramírez scores.    Josh Naylor scores.,,home_run
746603,34,David Fry,hit_into_play,David Fry flies out to left fielder Ian Happ.,field_out,field_out
746603,32,Lane Thomas,swinging_strike,Lane Thomas strikes out swinging.,,strikeout
746603,24,Austin Hedges,foul,"Austin Hedges singles on a ground ball to left fielder Ian Happ.  Austin Hedges out at 2nd on the throw, left fielder Ian Happ to second baseman Nico Hoerner.",,single
746603,12,David Fry,foul,David Fry flies out to right fielder Seiya Suzuki.,,field_out
745872,76,Tyler Freeman,hit_into_play,"Tyler Freeman grounds into a force out, shortstop Willi Castro to second baseman Kyle Farmer.   Andrés Giménez out at 2nd.",force_out,force_out
745872,75,Andres Gimenez,swinging_strike,Randy Dobnak intentionally walks Andrés Giménez.,,
745872,74,David Fry,foul,"David Fry ground bunts into a double play, catcher Christian Vázquez to third baseman Royce Lewis to first baseman Jose Miranda.   José Ramírez out at 3rd.    Lane Thomas to 2nd.    David Fry out at 1st.",,grounded_into_double_play
745872,66,Will Brennan,foul,Will Brennan strikes out on a foul tip.,,strikeout
745872,55,Josh Naylor,foul,Josh Naylor strikes out swinging.,,strikeout
745872,47,Bryan Rocchio,hit_into_play,Brayan Rocchio singles on a fly ball to right fielder Max Kepler.   Andrés Giménez scores.    Daniel Schneemann to 3rd.,single,single
745872,44,Andres Gimenez,foul,Andrés Giménez walks.,,walk
745872,42,Josh Naylor,foul,Josh Naylor flies out to left fielder Matt Wallner.,,field_out
745872,36,Jose Ramirez,hit_into_play,José Ramírez flies out to shortstop Willi Castro.,field_out,field_out
745872,35,Will Brennan,foul,Will Brennan flies out to center fielder Byron Buxton.,,field_out
745872,25,Josh Naylor,foul,Josh Naylor singles on a sharp ground ball to right fielder Max Kepler.,,single
745872,9,Andres Gimenez,hit_into_play,Andrés Giménez flies out to left fielder Matt Wallner.,field_out,field_out
745872,2,Will Brennan,swinging_strike,Will Brennan pops out to third baseman Royce Lewis in foul territory.,,field_out
745873,61,David Fry,swinging_strike,David Fry pops out to first baseman Carlos Santana in foul territory.,,field_out
745873,58,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
745873,54,Steven Kwan,hit_into_play,Steven Kwan flies out to left fielder Trevor Larnach.,field_out,field_out
745873,53,Bo Naylor,swinging_strike,"Bo Naylor grounds out sharply, first baseman Carlos Santana to pitcher Josh Winder.",,field_out
745873,48,Jhonkensy Noel,hit_into_play,Jhonkensy Noel pops out to first baseman Carlos Santana.,field_out,field_out
745873,47,Andres Gimenez,swinging_strike,Andrés Giménez lines out to center fielder Byron Buxton.,,field_out
745873,46,David Fry,foul,David Fry flies out sharply to center fielder Byron Buxton.,,field_out
745873,45,Josh Naylor,hit_into_play,Josh Naylor singles on a sharp ground ball to right fielder Max Kepler.,single,single
745873,36,Bo Naylor,hit_into_play,Bo Naylor homers (9) on a fly ball to right field.,home_run,home_run
745873,23,Lane Thomas,swinging_strike,Lane Thomas strikes out on a foul tip.,,strikeout
745873,15,Daniel Schneemann,hit_into_play,Daniel Schneemann flies out to center fielder Byron Buxton.,field_out,field_out
745873,11,Jhonkensy Noel,hit_into_play,Jhonkensy Noel pops out to first baseman Carlos Santana.,field_out,field_out
745873,2,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
745927,66,Will Brennan,hit_into_play,Will Brennan singles on a sharp ground ball to center fielder Byron Buxton.,single,single
745927,65,Andres Gimenez,foul,Andrés Giménez strikes out swinging.,,strikeout
745927,51,Bo Naylor,foul,Bo Naylor lines out to center fielder Byron Buxton.,,field_out
745927,49,Will Brennan,hit_into_play,Will Brennan flies out to right fielder Max Kepler.,field_out,field_out
745927,40,Jose Ramirez,foul,José Ramírez strikes out swinging.,,strikeout
745927,19,Daniel Schneemann,swinging_strike,Daniel Schneemann strikes out swinging.,,strikeout
745927,12,Bryan Rocchio,hit_into_play,Brayan Rocchio flies out to right fielder Max Kepler.,field_out,field_out
745927,11,Will Brennan,foul,Will Brennan singles on a line drive to center fielder Byron Buxton.,,single
745927,10,Andres Gimenez,foul,Andrés Giménez strikes out swinging.,,strikeout
745871,70,Steven Kwan,foul,Steven Kwan flies out to center fielder Byron Buxton.,,field_out
745871,56,Josh Naylor,hit_into_play,Josh Naylor flies out to left fielder Matt Wallner.,field_out,field_out
745871,49,Austin Hedges,foul,Austin Hedges called out on strikes.,,strikeout
745871,41,Daniel Schneemann,swinging_strike,Daniel Schneemann strikes out swinging.,,strikeout
745871,40,Andres Gimenez,foul_tip,Andrés Giménez singles on a ground ball to right fielder Max Kepler.   David Fry to 2nd.,,single
745871,39,David Fry,swinging_strike,David Fry singles on a ground ball to left fielder Matt Wallner.,,single
745871,38,Josh Naylor,foul,Josh Naylor homers (26) on a fly ball to right field.    Steven Kwan scores.    Will Brennan scores.,,home_run
745871,34,Austin Hedges,hit_into_play,"Austin Hedges grounds out, shortstop Willi Castro to first baseman Carlos Santana.",field_out,field_out
745871,23,Josh Naylor,foul,Josh Naylor flies out to center fielder Manuel Margot.,,field_out
745871,22,Jose Ramirez,swinging_strike_blocked,José Ramírez singles on a ground ball to shortstop Willi Castro.   Will Brennan to 2nd.,,single
745871,21,Will Brennan,hit_into_play,Will Brennan reaches on a throwing error by third baseman Royce Lewis.,field_error,field_error
745871,13,Bryan Rocchio,hit_into_play,Brayan Rocchio flies out to left fielder Matt Wallner.,field_out,field_out
745871,2,Will Brennan,swinging_strike,Will Brennan called out on strikes.,,strikeout
746604,73,Andres Gimenez,hit_into_play,Andrés Giménez singles on a ground ball to shortstop Geraldo Perdomo.,single,single
746604,63,Angel Martinez,swinging_strike,Angel Martínez singles on a line drive to left fielder Lourdes Gurriel Jr.  Steven Kwan to 2nd.,,single
746604,52,Lane Thomas,hit_into_play,Lane Thomas flies out sharply to left fielder Lourdes Gurriel Jr.,field_out,field_out
746604,48,Josh Naylor,swinging_strike,"Josh Naylor grounds out, shortstop Geraldo Perdomo to first baseman Josh Bell.",,field_out
746604,47,Jose Ramirez,foul_bunt,José Ramírez walks.,,walk
746604,41,Bo Naylor,swinging_strike,"Bo Naylor flies into a double play, right fielder Corbin Carroll to catcher Jose Herrera.   Daniel Schneemann out at home.",,double_play
746604,39,Daniel Schneemann,hit_into_play,Daniel Schneemann singles on a ground ball to right fielder Corbin Carroll.   Andrés Giménez to 2nd.,single,single
746604,37,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
746604,28,Angel Martinez,foul,Angel Martínez pops out to first baseman Josh Bell in foul territory.,,field_out
746604,22,Bryan Rocchio,hit_into_play,"Brayan Rocchio grounds out, second baseman Ketel Marte to first baseman Josh Bell.",field_out,field_out
746604,17,Andres Gimenez,hit_into_play,Andrés Giménez flies out to left fielder Lourdes Gurriel Jr.,field_out,field_out
746604,15,Josh Naylor,hit_into_play,Josh Naylor flies out to left fielder Lourdes Gurriel Jr.,field_out,field_out
746602,65,Josh Naylor,swinging_strike,Josh Naylor strikes out swinging.,,strikeout
746602,62,Lane Thomas,hit_into_play,Lane Thomas singles on a ground ball to shortstop Geraldo Perdomo.,single,single
746602,58,Daniel Schneemann,swinging_strike,Daniel Schneemann pops out to shortstop Kevin Newman.,,field_out
746602,56,Andres Gimenez,foul,Andrés Giménez lines out sharply to right fielder Corbin Carroll.,,field_out
746602,48,Jhonkensy Noel,hit_into_play,Jhonkensy Noel lines out to left fielder Randal Grichuk.,field_out,field_out
746602,46,David Fry,hit_into_play,"David Fry grounds out, shortstop Kevin Newman to first baseman Josh Bell.",field_out,field_out
746602,33,Angel Martinez,hit_into_play,Angel Martínez out on a sacrifice fly to left fielder Randal Grichuk.   Josh Naylor scores.,sac_fly,sac_fly
746602,17,Andres Gimenez,hit_into_play,Andrés Giménez pops out to shortstop Kevin Newman.,field_out,field_out
746602,15,Jhonkensy Noel,hit_into_play,"Jhonkensy Noel grounds out, third baseman Eugenio Suárez to first baseman Josh Bell.",field_out,field_out
746602,13,David Fry,hit_into_play,David Fry homers (10) on a fly ball to center field.,home_run,home_run
746600,85,David Fry,swinging_strike,David Fry strikes out swinging.,,strikeout
746600,76,Bo Naylor,hit_into_play,Bo Naylor triples (2) on a sharp fly ball to left fielder Lourdes Gurriel Jr.,triple,triple
746600,71,Andres Gimenez,swinging_strike,Andrés Giménez strikes out on a foul tip.,,strikeout
746600,70,David Fry,hit_into_play,David Fry flies out to center fielder Jake McCarthy.,field_out,field_out
746600,61,Lane Thomas,hit_into_play,"Lane Thomas grounds into a force out, shortstop Geraldo Perdomo to second baseman Kevin Newman.   Steven Kwan out at 2nd.",force_out,force_out
746600,53,Tyler Freeman,foul,"Tyler Freeman grounds into a double play, third baseman Eugenio Suárez to second baseman Kevin Newman to first baseman Josh Bell.   Andrés Giménez out at 2nd.    Tyler Freeman out at 1st.",,grounded_into_double_play
746600,39,Bryan Rocchio,swinging_strike,"Brayan Rocchio grounds into a double play, shortstop Geraldo Perdomo to first baseman Josh Bell.   Bo Naylor out at 2nd.    Brayan Rocchio out at 1st.",,grounded_into_double_play
746600,32,David Fry,hit_into_play,David Fry flies out to center fielder Jake McCarthy.,field_out,field_out
746600,28,Josh Naylor,hit_into_play,"Josh Naylor grounds out, second baseman Kevin Newman to first baseman Josh Bell.",field_out,field_out
746600,26,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
746606,82,Bo Naylor,hit_into_play,Bo Naylor pops out to second baseman Jackson Holliday.,field_out,field_out
746606,75,Andres Gimenez,foul,Andrés Giménez doubles (16) on a line drive to left fielder Colton Cowser.,,double
746606,74,David Fry,foul,David Fry flies out to right fielder Anthony Santander.,,field_out
746606,67,Jose Ramirez,hit_into_play,José Ramírez flies out to right fielder Anthony Santander.,field_out,field_out
746606,60,Jhonkensy Noel,hit_into_play,Jhonkensy Noel pops out to first baseman Ryan Mountcastle in foul territory.,field_out,field_out
746606,47,Jose Ramirez,foul,José Ramírez singles on a soft ground ball to third baseman Coby Mayo.   Steven Kwan to 3rd.,,single
746606,46,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
746606,44,Austin Hedges,swinging_strike,Austin Hedges called out on strikes.,,strikeout
746606,29,Josh Naylor,hit_into_play,Josh Naylor flies out to center fielder Cedric Mullins.,field_out,field_out
746606,28,Jose Ramirez,foul,José Ramírez singles on a line drive to pitcher Corbin Burnes.   Steven Kwan scores.    José Ramírez to 2nd.  Throwing error by pitcher Corbin Burnes.,,single
746606,14,David Fry,hit_into_play,David Fry flies out sharply to left fielder Colton Cowser.,field_out,field_out
746608,77,Daniel Schneemann,hit_into_play,Daniel Schneemann flies out to center fielder Cedric Mullins.,field_out,field_out
746608,69,Josh Naylor,foul,Josh Naylor pops out to third baseman Ramón Urías in foul territory.,,field_out
746608,57,Jhonkensy Noel,foul,Jhonkensy Noel pops out to pitcher Cionel Pérez.,,field_out
746608,55,Daniel Schneemann,hit_into_play,Daniel Schneemann singles on a sharp line drive to right fielder Anthony Santander.,single,single
746608,49,Josh Naylor,hit_into_play,Josh Naylor singles on a sharp ground ball to right fielder Anthony Santander.,single,single
746608,48,Jose Ramirez,foul,"José Ramírez grounds out, second baseman Jackson Holliday to first baseman Ryan Mountcastle.",,field_out
746608,33,Daniel Schneemann,swinging_strike,"Daniel Schneemann grounds into a force out, first baseman Ryan Mountcastle to shortstop Gunnar Henderson.   Andrés Giménez out at 2nd.    Daniel Schneemann to 1st.",,force_out
746608,23,Josh Naylor,foul,"Josh Naylor grounds out, first baseman Ryan Mountcastle to pitcher Zach Eflin.",,field_out
746608,21,Angel Martinez,hit_into_play,Angel Martínez homers (3) on a fly ball to right field.    Steven Kwan scores.,home_run,home_run
746608,19,Bryan Rocchio,hit_into_play,"Brayan Rocchio bunt grounds out, pitcher Zach Eflin to first baseman Ryan Mountcastle.",field_out,field_out
746608,15,Bo Naylor,foul,"Bo Naylor grounds out, second baseman Jackson Holliday to first baseman Ryan Mountcastle.",,field_out
746608,13,Andres Gimenez,swinging_strike,Andrés Giménez flies out to left fielder Austin Slater.,,field_out
746608,8,Josh Naylor,hit_into_play,"Josh Naylor grounds out, pitcher Zach Eflin to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",field_out,field_out
746608,5,Steven Kwan,foul_bunt,Steven Kwan reaches on a fielding error by second baseman Jackson Holliday.,,field_error
746605,71,Lane Thomas,foul,Lane Thomas walks.,,walk
746605,69,Austin Hedges,hit_into_play,Austin Hedges flies out to left fielder Colton Cowser.,field_out,field_out
746605,63,Andres Gimenez,foul_bunt,"Andrés Giménez lines into an unassisted double play, shortstop Gunnar Henderson.   David Fry out at 1st.",,double_play
746605,50,Austin Hedges,swinging_strike,Austin Hedges singles on a ground ball to left fielder Colton Cowser.   Andrés Giménez scores.    Angel Martínez to 3rd.    Brayan Rocchio to 2nd.,,single
746605,49,Bryan Rocchio,foul_bunt,Brayan Rocchio singles on a bunt ground ball to pitcher Gregory Soto.   Andrés Giménez to 3rd.    Angel Martínez to 2nd.,,single
746605,43,David Fry,hit_into_play,David Fry flies out sharply to center fielder Cedric Mullins.,field_out,field_out
746605,42,Josh Naylor,swinging_strike,"Josh Naylor doubles (18) on a fly ball to third baseman Coby Mayo, deflected by left fielder Colton Cowser.   Steven Kwan scores.    José Ramírez scores.",,double
746605,40,Lane Thomas,foul,Lane Thomas called out on strikes.,,strikeout
746605,38,Austin Hedges,hit_into_play,Austin Hedges flies out to right fielder Anthony Santander.,field_out,field_out
746605,33,Angel Martinez,hit_into_play,"Angel Martínez bunt grounds out, pitcher Dean Kremer to first baseman Ryan Mountcastle.",field_out,field_out
746605,20,Steven Kwan,foul,Steven Kwan flies out to right fielder Anthony Santander.,,field_out
746605,19,Austin Hedges,hit_into_play,Austin Hedges out on a sacrifice fly to right fielder Anthony Santander.   David Fry scores.    Angel Martínez to 3rd.    Brayan Rocchio to 2nd.,sac_fly,sac_fly
746605,17,Angel Martinez,hit_into_play,Angel Martínez singles on a line drive to center fielder Cedric Mullins.   Josh Naylor to 3rd.    David Fry to 2nd.,single,single
746605,16,Andres Gimenez,foul,Andrés Giménez pops out to second baseman Jackson Holliday on the infield fly rule.,,field_out
746607,71,Josh Naylor,hit_into_play,Josh Naylor lines out to second baseman Jackson Holliday.,field_out,field_out
746607,57,David Fry,foul,David Fry strikes out on a foul tip.,,strikeout
746607,54,Lane Thomas,hit_into_play,Lane Thomas doubles (18) on a line drive to left fielder Colton Cowser.,double,double
746607,49,Bryan Rocchio,foul,Brayan Rocchio pops out to shortstop Gunnar Henderson.,,field_out
746607,42,Jhonkensy Noel,swinging_strike,Jhonkensy Noel walks.,,walk
746607,32,Bo Naylor,foul,Bo Naylor grounds out to first baseman Ryan Mountcastle.,,field_out
746607,22,Lane Thomas,swinging_strike,Lane Thomas called out on strikes.,,strikeout
746607,17,Bryan Rocchio,foul,"Brayan Rocchio grounds out, shortstop Gunnar Henderson to first baseman Ryan Mountcastle.",,field_out
746607,16,Bo Naylor,foul,Bo Naylor strikes out swinging.,,strikeout
746607,15,Tyler Freeman,foul,"Tyler Freeman grounds out, third baseman Ramón Urías to first baseman Ryan Mountcastle.",,field_out
746441,56,Josh Naylor,hit_into_play,Josh Naylor grounds out to first baseman Bligh Madris.,field_out,field_out
746441,52,Austin Hedges,hit_into_play,Austin Hedges flies out to right fielder Wenceel Pérez.,field_out,field_out
746441,48,Daniel Schneemann,foul_tip,"Daniel Schneemann grounds out, second baseman Andy Ibáñez to first baseman Bligh Madris.",,field_out
746441,41,Josh Naylor,foul,Josh Naylor strikes out swinging.,,strikeout
746441,40,Jose Ramirez,foul,"José Ramírez grounds out, third baseman Gio Urshela to first baseman Bligh Madris.",,field_out
746441,34,Steven Kwan,foul,"Steven Kwan lines into a double play, second baseman Andy Ibáñez to third baseman Gio Urshela.   Daniel Schneemann out at 3rd.",,double_play
746441,19,Lane Thomas,foul,Lane Thomas strikes out swinging.,,strikeout
746441,10,Tyler Freeman,foul,Tyler Freeman singles on a line drive to center fielder Matt Vierling.   Andrés Giménez to 3rd.,,single
746441,8,Angel Martinez,foul,"Angel Martínez grounds out, third baseman Gio Urshela to first baseman Bligh Madris.",,field_out
746444,71,Steven Kwan,hit_into_play,"Steven Kwan grounds out, second baseman Colt Keith to first baseman Bligh Madris.",field_out,field_out
746444,62,Jhonkensy Noel,foul,Jhonkensy Noel pops out to second baseman Colt Keith.,,field_out
746444,60,David Fry,swinging_strike,David Fry walks.,,walk
746444,50,Angel Martinez,swinging_strike,Angel Martínez strikes out swinging.,,strikeout
746444,42,Jhonkensy Noel,foul,Jhonkensy Noel hit by pitch.    Josh Naylor to 2nd.,,hit_by_pitch
746444,41,Andres Gimenez,foul,Andrés Giménez flies out to left fielder Mark Canha.,,field_out
746444,33,Steven Kwan,foul,Steven Kwan lines out to center fielder Matt Vierling.,,field_out
746444,27,Jhonkensy Noel,hit_into_play,Jhonkensy Noel flies out to left fielder Mark Canha.,field_out,field_out
746444,21,David Fry,swinging_strike,David Fry flies out to shortstop Ryan Kreidler.,,field_out
746444,20,Josh Naylor,swinging_strike,Josh Naylor strikes out swinging.,,strikeout
746444,15,Angel Martinez,hit_into_play,"Angel Martínez grounds out, pitcher Bryan Sammons to first baseman Bligh Madris.",field_out,field_out
746444,7,Jhonkensy Noel,hit_into_play,Jhonkensy Noel singles on a ground ball to left fielder Mark Canha.   Josh Naylor scores.    Andrés Giménez to 2nd.,single,single
746444,6,Andres Gimenez,foul,Andrés Giménez singles on a ground ball to right fielder Zach McKinstry.   Josh Naylor to 3rd.,,single
746444,2,Angel Martinez,foul,Angel Martínez doubles (6) on a fly ball to left fielder Mark Canha.,,double
745550,70,Bryan Rocchio,foul,Brayan Rocchio strikes out swinging.,,strikeout
745550,69,Tyler Freeman,hit_into_play,Tyler Freeman flies out to center fielder Brandon Marsh.,field_out,field_out
745550,65,Andres Gimenez,swinging_strike,Andrés Giménez flies out to left fielder Austin Hays.,,field_out
745550,63,David Fry,hit_into_play,David Fry flies out to right fielder Nick Castellanos.,field_out,field_out
745550,54,Bo Naylor,foul,"Bo Naylor grounds out, first baseman Bryce Harper to pitcher José Alvarado.",,field_out
745550,48,Tyler Freeman,foul,"Tyler Freeman reaches on a fielder's choice out, third baseman Alec Bohm unassisted.   Andrés Giménez out at 3rd.",,fielders_choice_out
745550,47,Andres Gimenez,hit_into_play,Andrés Giménez doubles (15) on a line drive to right fielder Nick Castellanos.   Jhonkensy Noel to 3rd.,double,double
745550,46,Jhonkensy Noel,foul_tip,Jhonkensy Noel singles on a line drive to center fielder Brandon Marsh.,,single
745550,44,Jose Ramirez,hit_into_play,José Ramírez lines out to right fielder Nick Castellanos.,field_out,field_out
745550,32,Bryan Rocchio,foul_bunt,Brayan Rocchio flies out to center fielder Brandon Marsh.,,field_out
745550,11,Andres Gimenez,foul,Andrés Giménez strikes out swinging.,,strikeout
745550,2,Angel Martinez,foul,Angel Martínez singles on a fly ball to shortstop Trea Turner.   Steven Kwan to 2nd.,,single
745145,20,Lane Thomas,foul,Lane Thomas doubles (16) on a ground ball to left fielder Alec Burleson.   Jacob Young scores.,,double
745145,2,Lane Thomas,foul,Lane Thomas doubles (15) on a ground ball to center fielder Michael Siani.,,double
745553,65,Austin Hedges,foul,Austin Hedges strikes out swinging.,,strikeout
745553,59,Jhonkensy Noel,hit_into_play,Jhonkensy Noel pops out to catcher J.  T. Realmuto in foul territory.,field_out,field_out
745553,53,Daniel Schneemann,foul,Daniel Schneemann strikes out swinging.,,strikeout
745553,15,Austin Hedges,foul,Austin Hedges strikes out swinging.,,strikeout
745553,8,Daniel Schneemann,swinging_strike,"Daniel Schneemann lines into an unassisted double play, first baseman Bryce Harper.   David Fry out at 1st.",,double_play
745150,35,Lane Thomas,hit_into_play,Lane Thomas pops out to shortstop Masyn Winn.,field_out,field_out
745554,69,Steven Kwan,hit_into_play,Steven Kwan singles on a bunt ground ball to pitcher Orion Kerkering.,single,single
745554,48,Bo Naylor,hit_into_play,Bo Naylor singles on a ground ball to shortstop Trea Turner.,single,single
745554,46,Tyler Freeman,hit_into_play,"Tyler Freeman grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",field_out,field_out
745554,40,Andres Gimenez,foul,"Andrés Giménez grounds into a double play, shortstop Trea Turner to second baseman Bryson Stott to first baseman Bryce Harper.   David Fry out at 2nd.    Andrés Giménez out at 1st.",,grounded_into_double_play
745554,39,Jhonkensy Noel,hit_into_play,Jhonkensy Noel lines out to left fielder Brandon Marsh.,field_out,field_out
745554,38,David Fry,foul,David Fry walks.,,walk
745554,32,Angel Martinez,foul,Angel Martínez singles on a line drive to left fielder Brandon Marsh.   Brayan Rocchio scores.    Bo Naylor to 2nd.,,single
745554,31,Steven Kwan,hit_into_play,Steven Kwan flies out to center fielder Johan Rojas.,field_out,field_out
745554,30,Bo Naylor,hit_into_play,Bo Naylor hits a sacrifice bunt.   Andrés Giménez scores.    Brayan Rocchio to 2nd.    Bo Naylor to 1st.,sac_bunt,sac_bunt
745554,27,Andres Gimenez,hit_into_play,Andrés Giménez singles on a soft bunt ground ball to second baseman Bryson Stott.,single,single
745554,22,Jhonkensy Noel,foul,"Jhonkensy Noel grounds out, shortstop Trea Turner to first baseman Bryce Harper.",,field_out
745554,12,Bryan Rocchio,hit_into_play,Brayan Rocchio reaches on a throwing error by shortstop Trea Turner.   Andrés Giménez to 3rd.,field_error,field_error
746609,67,Will Brennan,foul,Will Brennan flies out to right fielder Wenceel Pérez.,,field_out
746609,53,Daniel Schneemann,foul,Daniel Schneemann strikes out swinging.,,strikeout
746609,51,Will Brennan,swinging_strike,"Will Brennan grounds out softly, pitcher Jason Foley to first baseman Bligh Madris.",,field_out
746609,44,Steven Kwan,hit_into_play,Steven Kwan flies out to center fielder Matt Vierling.,field_out,field_out
746609,39,Bryan Rocchio,swinging_strike,"Brayan Rocchio grounds into a double play, pitcher Alex Faedo to shortstop Javier Báez to first baseman Bligh Madris.   Andrés Giménez out at 2nd.    Brayan Rocchio out at 1st.",,grounded_into_double_play
746609,38,Andres Gimenez,swinging_strike,Andrés Giménez singles on a ground ball to center fielder Matt Vierling.,,single
746609,19,Bryan Rocchio,swinging_strike,Brayan Rocchio strikes out swinging.,,strikeout
744827,28,Lane Thomas,swinging_strike,Lane Thomas walks.,,walk
746611,55,Angel Martinez,hit_into_play,Angel Martínez grounds out to first baseman Gio Urshela.   Bo Naylor to 3rd.,field_out,field_out
746611,42,Josh Naylor,hit_into_play,Josh Naylor flies out to right fielder Wenceel Pérez.,field_out,field_out
746611,35,Bo Naylor,hit_into_play,Bo Naylor singles on a ground ball to right fielder Wenceel Pérez.,single,single
746611,29,Will Brennan,foul,"Will Brennan grounds out, pitcher Jack Flaherty to first baseman Gio Urshela.",,field_out
746611,17,Andres Gimenez,hit_into_play,"Andrés Giménez grounds out, pitcher Jack Flaherty to first baseman Gio Urshela.",field_out,field_out
746611,12,Jhonkensy Noel,swinging_strike,Jhonkensy Noel called out on strikes.,,strikeout
744824,74,Lane Thomas,hit_into_play,Lane Thomas flies out to center fielder Jackson Merrill.,field_out,field_out
744824,56,Lane Thomas,foul,Lane Thomas flies out to center fielder Jackson Merrill.,,field_out
746614,69,Daniel Schneemann,swinging_strike,Daniel Schneemann lines out to right fielder Wenceel Pérez.,,field_out
746614,64,Tyler Freeman,hit_into_play,"Tyler Freeman grounds out, shortstop Zach McKinstry to first baseman Bligh Madris.",field_out,field_out
746614,63,Andres Gimenez,foul,Andrés Giménez called out on strikes.,,strikeout
746614,61,Josh Naylor,swinging_strike,"Josh Naylor grounds out, shortstop Zach McKinstry to first baseman Bligh Madris.",,field_out
746614,50,Daniel Schneemann,foul,Daniel Schneemann singles on a line drive to right fielder Wenceel Pérez.   Tyler Freeman to 2nd.,,single
746614,44,Jhonkensy Noel,hit_into_play,Jhonkensy Noel pops out to first baseman Andy Ibáñez.,field_out,field_out
746614,42,David Fry,swinging_strike,"David Fry strikes out swinging, catcher Jake Rogers to first baseman Andy Ibáñez.",,strikeout
746614,35,Steven Kwan,swinging_strike,Steven Kwan singles on a ground ball to third baseman Gio Urshela.,,single
746614,31,Jhonkensy Noel,hit_into_play,Jhonkensy Noel homers (5) on a fly ball to left field.,home_run,home_run
746614,7,Jose Ramirez,swinging_strike,José Ramírez strikes out swinging.,,strikeout
746614,6,Angel Martinez,foul_bunt,Angel Martínez pops out to second baseman Colt Keith.,,field_out
744828,5,Lane Thomas,hit_into_play,"Lane Thomas singles on a ground ball to left fielder Jurickson Profar, deflected by third baseman Manny Machado.",single,single
