release_speed,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,pitch_type_CH,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FS,pitch_type_KC,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV,target
-1.2499504094967453,-1.2770754604884158,0.06091457818245761,-3.1328746958724323,0.21357850143221851,1.250360655466506,-0.460456632140458,-0.13000810155605305,-0.5030012204307905,-1.1888882464869028,0.24720652471669988,0.18481420284664152,-3.85321842859425,-0.9133168023765936,0.9432157901106883,False,False,False,False,False,False,True,False,False,False,False,False,1
-0.7514985446250901,0.15197869895815813,0.5227761915638638,1.1237246083205747,0.8332344556397937,0.7709341398874147,-0.24561288767793085,-0.8214921171234862,-0.41387680747397504,-0.019983839621781106,2.6951997662698894,3.3307044159926193,-1.1760226180008095,-0.6957121551436859,0.7682706424572783,True,False,False,False,False,False,False,False,False,False,False,False,1
-2.0510337637547633,-2.8277512505261875,1.1770801438541894,-2.409666076227989,0.38780987311571496,2.0587734648423184,0.24550019725032265,0.5484278905603004,-1.0848591336543323,-2.300089394291066,-0.6594576388215192,-0.8638158682020188,1.8120086612383115,-0.9133168023765936,0.8120069293706386,False,True,False,False,False,False,False,False,False,False,False,False,0
0.9930829824257067,1.5050193392852333,1.1578359099632973,-0.05407228652894616,-1.7153442413509954,-0.9954490438008571,-1.1638548130011006,0.9433395720418262,0.2841510818562516,1.6941713370931335,-0.9314568878829829,-0.8638158682020188,0.5887206878585372,0.6099157282537667,-0.609422395313361,False,False,False,False,False,False,False,False,True,False,False,False,0
0.6014422314551195,1.307384189574537,0.02242611040067375,-0.6739653890813263,0.500231144614196,-0.5967958498215833,-1.0749323381747817,-0.058613033595839345,0.5361759562213212,1.3609102992867332,-0.29679197340623154,-0.41440298060973585,1.143545287806741,0.6099157282537667,-0.609422395313361,False,False,False,False,False,True,False,False,False,False,False,False,1
-0.8049041015756242,-0.9730213840104214,-0.8820528824712469,0.6897994365339092,0.09567490937153676,0.7835100434236784,1.2104416947115044,1.04889751062554,-0.6409794234057694,-1.0621678034053912,-1.2034561369444505,-1.1634244599302075,0.9496909095115854,-0.9133168023765936,0.8994795031973436,False,False,False,False,False,False,False,False,False,True,False,False,1
-0.23524482743658864,-0.27369700811103415,1.4849878861084602,0.17322185107359278,0.4288108210011238,0.197687534635993,0.41988163705601067,0.638924383038931,-1.0672424509713812,-0.3812143658276751,-1.3847889696520945,-1.1634244599302075,0.3213353384859089,1.2627296699524921,-1.2435985555569842,False,False,False,False,True,False,False,False,False,False,False,False,1
-0.7514985446250901,-0.21288619281543522,1.331034014981325,-0.4879974583156118,1.3427760607378947,0.7720194516688801,0.6551655480798555,-0.98104944194834,-1.0387634830453396,-0.3834713836659786,0.24720652471669988,0.33461849871073585,-1.6372623456685933,0.392311081020857,-0.3688728172899183,True,False,False,False,False,False,False,False,False,False,False,False,1
-1.67719486510102,-1.535521425494711,-1.3054260280708692,-0.34335573438672357,0.002162501978946727,1.6744155645968504,1.8003058186917267,1.1818166609408187,-0.9675703324692401,-1.5156386617771977,-0.9314568878829829,-0.26459868474564147,1.7184237889578917,1.0451250227195843,-0.9811808340768535,False,False,False,False,False,False,False,False,False,False,True,False,0
0.5124329698708954,1.0945463360399412,-1.901997278688519,0.3591897818393064,0.4810559698486933,-0.5279170852814283,-0.20746518619114823,-0.7079506977787409,0.40782101893089917,1.0739616613076686,-0.11545914069858774,-1.013620164066113,0.5887206878585372,0.392311081020857,-0.5000816780299681,False,False,False,False,False,True,False,False,False,False,False,False,0
1.5627422565647398,0.9577220016248436,0.19562421541870112,-1.686457456583546,-0.14306336078457774,-1.5717078362611192,-2.4153088810191963,-0.008133834724169297,0.7763089651751592,1.3411757617440538,-0.20612555705240765,-1.1634244599302075,0.6889901938732728,0.6099157282537667,-0.609422395313361,False,False,False,False,False,True,False,False,False,False,False,False,0
0.8150644592572582,0.7600868519141469,1.542720587781136,0.6071470228602585,0.7624253778819249,-0.8265976326242195,-0.5707545966229667,0.14717323498546261,-0.379697046681981,0.8405086924026445,-0.6594576388215192,-1.3132287557943019,1.2438147938214765,0.8275203754866746,-0.7406312560534107,False,False,False,False,False,True,False,False,False,False,False,False,0
0.5836403791382733,0.0607624760147597,1.1963243777450814,-1.4385002155625943,0.5831311342375833,-0.5872233405741151,-1.1719339395218766,0.3069824294579926,-0.09381506574809442,0.12286163020602019,2.6045333499160654,3.3307044159926193,0.525216667382538,0.392311081020857,-0.39074096074659065,False,False,False,False,False,True,False,False,False,False,False,False,0
0.7972626069404118,0.5016408869078517,-0.054550825162893966,-0.40534504464196114,0.6768390516129212,-0.7841886476420334,-0.9476491834565841,-0.7504624723517287,1.0311651943571343,0.5939239844808747,2.6045333499160654,3.3307044159926193,-0.8752140999566026,0.392311081020857,-0.39074096074659065,False,False,False,False,False,False,False,False,True,False,False,False,0
0.8684700162077923,0.4560327754361525,0.04167034429156568,-0.2607033207130729,0.41999607401310324,-0.8947820436868418,-0.9859817371543894,-0.09021207661775671,0.012371301626330317,0.5699012082826251,2.6045333499160654,3.3307044159926193,-0.08976963617450706,0.392311081020857,-0.3032683869198856,False,False,False,False,False,True,False,False,False,False,False,False,0
0.8506681638909459,-0.8513997534192237,0.6574858288001073,-0.4260081480603743,-1.5555383103187053,-0.8634009427313093,0.42388174465121053,1.9723164711624084,0.3491224699699559,-0.8757365179785458,-0.7501240551753391,-1.3132287557943019,-0.6646481373256579,-2.0013400385411364,2.0584911064012124,False,False,False,False,False,False,False,False,True,False,False,False,1
