release_speed,launch_speed,launch_angle,hit_location,pitch_type_CH,pitch_type_CS,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FO,pitch_type_FS,pitch_type_KC,pitch_type_KN,pitch_type_SC,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV,pitch_type_Unknown,target,bb_type_fly_ball,bb_type_ground_ball,bb_type_line_drive,bb_type_popup
0.93354414355539,-0.026174816560802516,0.8820507760650211,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,True,False,False,False
0.4392911024631543,-0.1719178158913974,0.19336983754004844,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,False,False,True,False
-0.12086234410804703,-0.2606309459187165,0.8820507760650211,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False
1.0818200558830593,0.37303426856213157,-1.4250303679936371,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,False,True,False,False
-0.4338892701331305,-0.457067162407779,0.5377103068025347,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False
-0.9775676153345892,-0.15290785945697213,1.846204089999983,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,False,False,False,True
-1.8672230893006119,0.8672931358571929,-0.4608770540586756,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False
0.5381417106816004,1.2158090038216594,-0.2542727725011838,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False
0.8017433325974586,-0.013501512271185375,-0.2887068194274324,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False
-0.12086234410804703,-0.37469068452526894,0.2622379313925457,8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,False,False,True,False
-1.653046771493977,-0.7105332482001182,-0.2542727725011838,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,True,False
-1.0269929194438123,1.196799047387234,0.9509188699175184,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,True,False,False,False
0.982969447664613,0.7342234408162152,0.5032762598762861,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,True,False,False,False
