release_speed,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,release_spin_rate,release_extension,release_pos_y,target,pitch_type_CH,pitch_type_CU,pitch_type_EP,pitch_type_FA,pitch_type_FC,pitch_type_FF,pitch_type_FO,pitch_type_FS,pitch_type_KC,pitch_type_KN,pitch_type_SC,pitch_type_SI,pitch_type_SL,pitch_type_ST,pitch_type_SV
0.7747521128426486,0.8796963246560585,-1.4667997929365533,1.2041367570762418,0.4534035598466009,-0.8042783468607835,-0.1565403919430997,-0.7574115696055713,0.1967364185530622,0.9031411866806291,0.12093376486352198,1.193685824006832,0.07413377661018782,0.1102506968765188,-0.17636443953087397,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.409352529301929,-2.162894418499641,0.32322194246211805,1.2924265718134906,-0.6015053285530881,1.4037764398025905,2.1481392323467383,1.4458396743528796,-0.6103659454695977,-1.986288126050009,-0.6285073737591518,-0.7869331050336101,2.8560647588261245,-0.540859305174251,0.5429126876618352,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.024310561112684818,-0.7551285522634216,0.7067980286189762,0.19763286907160155,-0.2787121378298821,-0.0005181585914035219,0.3726910816553463,0.807594383371576,-0.5461262749715959,-0.8002799845982017,-1.0969080853983206,-0.32986719833196965,1.5429059733051573,-0.10678597047373715,0.1287834326114903,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.09998807705814533,-0.17991239186582667,-2.014765630303493,-0.7382391671432401,-0.17364814612417845,-0.11491358653948888,-0.3446991179787521,-0.911329174998667,0.5983177268127643,-0.21591230643612636,-1.0969080853983206,-0.7869331050336101,-0.5346695688600319,-0.10678597047373715,0.019802049703509704,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3205677877513362,-2.617012439866163,-1.7590482395322549,-0.031920649245246915,-0.995423204742062,1.3334904199880717,1.6976452381394247,1.4476653776613402,-0.14942981599349164,-2.296751552179202,1.4324557574532009,1.0413305217729518,3.0335186487613903,-0.7578959725245088,0.7172829003146258,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.142998304650151,-1.1638347714932917,0.15883219125203596,-2.574667313678023,0.23354846765173307,1.1436165299532048,-0.5491633607882408,-0.14904985760412862,-0.526258197474812,-1.0669236622598257,0.12093376486352198,0.12719870836967087,-3.106385942998808,-0.9749326398747648,1.0006344958753817,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.7214812679122935,0.9856571963082472,1.236498338073685,0.7980036092848957,1.0732915429007746,-0.7036886899424624,-0.4447203350304715,-0.9651767283524164,0.973506202051553,1.000007133902244,2.6502976077150437,3.326660055281151,0.5245936510612472,-0.9749326398747648,1.0878196022017692,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.1962691495805062,0.062283886196318534,-0.6448510368861429,0.0740271284394522,0.6471875713648787,1.2149953248704197,-0.5100387542546766,-0.788133086056142,-1.0361813675369564,-0.1280306616224907,-1.0969080853983206,-0.32986719833196965,-1.1025220166528826,-0.7578959725245088,0.8262642832226065,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5215051137960028,0.0017348166807821725,-0.973630539306307,-0.31444805640444373,0.16729240702892564,0.5092308742616557,-1.0884481213246608,0.006510855260518598,-1.16465497572282,-0.07707279471547247,-1.0969080853983206,-0.7869331050336101,0.04956323800376639,-1.1919693072250208,1.1096158787833776,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.4859912171757653,-0.17991239186582667,-1.6494550720588665,-0.2967900934569943,-0.2351751477209477,0.4605738026642511,-1.0278809602887726,0.5776992636785035,-1.2966506304208827,-0.22708004972873558,1.4324557574532009,1.0413305217729518,0.6692868228546178,-0.9749326398747648,0.869856836385808,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5392620621061204,-0.649167680611233,1.8392607591773191,-1.3209519444090845,0.45734617560840257,0.539869511041187,-1.2451079316036855,0.7341233346120816,-0.5002951594737828,-0.6076838160597166,-0.8158676584148201,-0.9392884072674903,0.8931517301575687,-0.9749326398747648,1.02243077245699,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.650453474671821,1.3943634155381173,0.6154703890578194,1.0981889793915427,0.6583489710704051,-0.6416276348188716,-1.6666852784753092,-0.6521021130910387,0.4884936453859343,1.4632228609681275,0.12093376486352198,0.12719870836967087,0.3444097012808235,-0.9749326398747648,0.9570419427121956,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.5570190104162405,-0.05881425283475402,-0.973630539306307,-1.0913984260922367,-0.06644439121477765,0.5492345766548101,-1.425732044726275,0.6062241812414219,-0.9319558204638531,-0.11322398842081445,-1.0969080853983206,-0.9392884072674903,0.45634215493229885,-0.9749326398747648,1.0006344958753817,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.645803751966833,0.25906836212181156,0.597204861145588,1.062873053496643,0.8485423648135876,0.6653292199895969,-0.33399281737729336,-0.8471440150213754,-0.41666940891890064,0.09277738939955713,2.6502976077150437,3.326660055281151,-0.9196080070273009,-0.7578959725245088,0.8262642832226065,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.4504773205555278,-0.5886186110956968,0.7067980286189762,-0.7912130559855893,0.222198679130799,0.44909425074218834,-1.0401594408162833,0.6908997225586657,-0.7144770652949761,-0.5747360914587173,0.12093376486352198,1.193685824006832,0.7593787977448297,-1.1919693072250208,1.1968009851097654,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
